ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-08-16,2026-08-16T12:01:11,34,19,70,20,31,18,8.0,0,,,,,0
madrid,28079,2026-08-17,2026-08-16T12:01:11,36,20,65,15,36,20,8.0,5,SE,,11,Despejado,0
madrid,28079,2026-08-18,2026-08-16T12:01:11,37,22,55,15,37,22,8.0,0,C,,11,Despejado,0
madrid,28079,2026-08-19,2026-08-16T12:01:11,34,24,40,15,34,24,8.0,15,SO,,13,Intervalos nubosos,10
madrid,28079,2026-08-20,2026-08-16T12:01:11,29,21,60,35,29,21,8.0,20,SO,,13,Intervalos nubosos,45
madrid,28079,2026-08-21,2026-08-16T12:01:11,28,17,55,20,28,17,,0,C,,11,Despejado,5
madrid,28079,2026-08-22,2026-08-16T12:01:11,29,16,50,15,29,16,,0,C,,13,Intervalos nubosos,15
barcelona,08019,2026-08-16,2026-08-16T12:01:11,33,26,60,40,34,26,7.0,0,,,,,0
barcelona,08019,2026-08-17,2026-08-16T12:01:11,33,26,75,40,35,26,7.0,15,S,,43,Intervalos nubosos con lluvia escasa,75
barcelona,08019,2026-08-18,2026-08-16T12:01:11,33,26,85,60,33,26,7.0,10,SE,,43,Intervalos nubosos con lluvia escasa,60
barcelona,08019,2026-08-19,2026-08-16T12:01:11,34,26,85,60,34,26,7.0,15,S,,13,Intervalos nubosos,20
barcelona,08019,2026-08-20,2026-08-16T12:01:11,33,24,90,70,33,24,7.0,15,SE,,23,Intervalos nubosos con lluvia,95
barcelona,08019,2026-08-21,2026-08-16T12:01:11,29,24,90,55,29,24,,15,SE,,23,Intervalos nubosos con lluvia,100
barcelona,08019,2026-08-22,2026-08-16T12:01:11,29,23,70,45,29,23,,15,E,,43,Intervalos nubosos con lluvia escasa,75
valencia,46250,2026-08-16,2026-08-16T12:01:11,33,23,85,55,32,23,8.0,0,,,,,0
valencia,46250,2026-08-17,2026-08-16T12:01:11,33,23,90,50,37,23,7.0,10,SE,,11,Despejado,0
valencia,46250,2026-08-18,2026-08-16T12:01:11,33,24,85,55,33,24,8.0,10,E,,11,Despejado,0
valencia,46250,2026-08-19,2026-08-16T12:01:11,40,24,75,20,40,24,8.0,10,S,,13,Intervalos nubosos,35
valencia,46250,2026-08-20,2026-08-16T12:01:11,37,28,35,20,37,28,7.0,20,SO,,43,Intervalos nubosos con lluvia escasa,70
valencia,46250,2026-08-21,2026-08-16T12:01:11,32,25,80,30,32,25,,20,E,50,43,Intervalos nubosos con lluvia escasa,55
valencia,46250,2026-08-22,2026-08-16T12:01:11,28,22,80,55,28,22,,15,NE,,24,Nuboso con lluvia,75
sevilla,41091,2026-08-16,2026-08-16T12:01:11,38,22,80,40,36,23,7.0,0,,,,,0
sevilla,41091,2026-08-17,2026-08-16T12:01:11,37,23,85,40,40,23,7.0,10,SO,,43,Intervalos nubosos con lluvia escasa,55
sevilla,41091,2026-08-18,2026-08-16T12:01:11,37,21,85,30,37,21,8.0,0,C,,11,Despejado,0
sevilla,41091,2026-08-19,2026-08-16T12:01:11,31,19,100,40,31,19,8.0,15,SO,,14,Nuboso,15
sevilla,41091,2026-08-20,2026-08-16T12:01:11,32,19,100,35,32,19,8.0,15,O,,13,Intervalos nubosos,40
sevilla,41091,2026-08-21,2026-08-16T12:01:11,33,17,85,20,33,17,,0,C,,11,Despejado,0
sevilla,41091,2026-08-22,2026-08-16T12:01:11,34,18,65,20,34,18,,0,C,,11,Despejado,0
bilbao,48020,2026-08-16,2026-08-16T12:01:11,28,21,90,65,28,21,7.0,0,,,,,0
bilbao,48020,2026-08-17,2026-08-16T12:01:11,28,21,85,60,28,21,7.0,10,N,,45,Muy nuboso con lluvia escasa,90
bilbao,48020,2026-08-18,2026-08-16T12:01:11,30,19,90,55,30,19,7.0,10,N,,43,Intervalos nubosos con lluvia escasa,60
bilbao,48020,2026-08-19,2026-08-16T12:01:11,29,18,100,60,29,18,7.0,10,N,,44,Nuboso con lluvia escasa,80
bilbao,48020,2026-08-20,2026-08-16T12:01:11,22,17,95,75,22,17,6.0,10,NO,,26,Cubierto con lluvia,100
bilbao,48020,2026-08-21,2026-08-16T12:01:11,23,15,85,55,23,15,,20,NO,,23,Intervalos nubosos con lluvia,95
bilbao,48020,2026-08-22,2026-08-16T12:01:11,23,13,85,40,23,13,,10,N,,43,Intervalos nubosos con lluvia escasa,70
zaragoza,50297,2026-08-16,2026-08-16T12:01:11,34,21,80,25,36,21,7.0,0,,,,,0
zaragoza,50297,2026-08-17,2026-08-16T12:01:11,36,22,80,20,38,22,7.0,5,O,,11,Despejado,0
zaragoza,50297,2026-08-18,2026-08-16T12:01:11,38,20,80,15,39,20,7.0,10,O,,12,Poco nuboso,0
zaragoza,50297,2026-08-19,2026-08-16T12:01:11,42,23,65,15,42,23,7.0,0,C,,13,Intervalos nubosos,40
zaragoza,50297,2026-08-20,2026-08-16T12:01:11,32,20,80,40,32,20,7.0,15,O,,13,Intervalos nubosos,45
zaragoza,50297,2026-08-21,2026-08-16T12:01:11,29,18,75,20,29,18,,15,NO,,13,Intervalos nubosos,10
zaragoza,50297,2026-08-22,2026-08-16T12:01:11,30,16,65,30,30,16,,0,C,,13,Intervalos nubosos,50
a_coruna,15030,2026-08-16,2026-08-16T12:01:11,25,19,90,60,25,19,7.0,0,,,,,0
a_coruna,15030,2026-08-17,2026-08-16T12:01:11,26,19,90,60,26,19,7.0,20,N,40,11,Despejado,0
a_coruna,15030,2026-08-18,2026-08-16T12:01:11,26,19,90,55,26,19,7.0,20,N,35,11,Despejado,0
a_coruna,15030,2026-08-19,2026-08-16T12:01:11,23,18,95,70,23,18,7.0,10,NO,,45,Muy nuboso con lluvia escasa,65
a_coruna,15030,2026-08-20,2026-08-16T12:01:11,22,17,90,65,22,17,7.0,15,O,,43,Intervalos nubosos con lluvia escasa,90
a_coruna,15030,2026-08-21,2026-08-16T12:01:11,22,17,85,55,22,17,,15,NO,,43,Intervalos nubosos con lluvia escasa,65
a_coruna,15030,2026-08-22,2026-08-16T12:01:11,22,16,70,55,22,16,,15,NO,,43,Intervalos nubosos con lluvia escasa,60
mataro,08121,2026-08-16,2026-08-16T12:01:11,32,23,65,50,32,24,7.0,0,,,,,0
mataro,08121,2026-08-17,2026-08-16T12:01:11,32,23,85,50,35,23,7.0,10,S,,43,Intervalos nubosos con lluvia escasa,100
