fecha_captura,fecha_cierre,eua_cierre,cer_cierre,eua_media_5s,cer_media_5s,eua_media_30s,cer_media_30s,eua_media_12m,cer_media_12m
2026-09-24,2026-09-23,85.11,0.0,85.88,0.0,83.59,0.0,78.52,0.0
