ciudad,municipio,fecha_prevista,elaborado,tmax,tmin
madrid,28079,2026-08-12,2026-08-12T19:15:12,38,25
madrid,28079,2026-08-13,2026-08-12T19:15:12,39,24
madrid,28079,2026-08-14,2026-08-12T19:15:12,38,24
madrid,28079,2026-08-15,2026-08-12T19:15:12,35,21
madrid,28079,2026-08-16,2026-08-12T19:15:12,32,20
madrid,28079,2026-08-17,2026-08-12T19:15:12,35,21
madrid,28079,2026-08-18,2026-08-12T19:15:12,37,22
barcelona,08019,2026-08-12,2026-08-12T19:15:12,32,25
barcelona,08019,2026-08-13,2026-08-12T19:15:12,33,26
barcelona,08019,2026-08-14,2026-08-12T19:15:12,35,26
barcelona,08019,2026-08-15,2026-08-12T19:15:12,33,26
barcelona,08019,2026-08-16,2026-08-12T19:15:12,32,26
barcelona,08019,2026-08-17,2026-08-12T19:15:12,32,27
barcelona,08019,2026-08-18,2026-08-12T19:15:12,34,26
valencia,46250,2026-08-12,2026-08-12T19:15:12,33,25
valencia,46250,2026-08-13,2026-08-12T19:15:12,33,24
valencia,46250,2026-08-14,2026-08-12T19:15:12,33,25
valencia,46250,2026-08-15,2026-08-12T19:15:12,33,25
valencia,46250,2026-08-16,2026-08-12T19:15:12,33,24
valencia,46250,2026-08-17,2026-08-12T19:15:12,33,24
valencia,46250,2026-08-18,2026-08-12T19:15:12,36,24
sevilla,41091,2026-08-12,2026-08-12T19:15:12,40,20
sevilla,41091,2026-08-13,2026-08-12T19:15:12,40,23
sevilla,41091,2026-08-14,2026-08-12T19:15:12,39,24
sevilla,41091,2026-08-15,2026-08-12T19:15:12,36,22
sevilla,41091,2026-08-16,2026-08-12T19:15:12,36,21
sevilla,41091,2026-08-17,2026-08-12T19:15:12,40,23
sevilla,41091,2026-08-18,2026-08-12T19:15:12,39,22
bilbao,48020,2026-08-12,2026-08-12T19:43:11,34,20
bilbao,48020,2026-08-13,2026-08-12T19:43:11,33,19
bilbao,48020,2026-08-14,2026-08-12T19:43:11,31,19
bilbao,48020,2026-08-15,2026-08-12T19:43:11,30,21
bilbao,48020,2026-08-16,2026-08-12T19:43:11,30,19
bilbao,48020,2026-08-17,2026-08-12T19:43:11,32,17
bilbao,48020,2026-08-18,2026-08-12T19:43:11,26,20
zaragoza,50297,2026-08-12,2026-08-12T19:43:11,40,24
zaragoza,50297,2026-08-13,2026-08-12T19:43:11,41,24
zaragoza,50297,2026-08-14,2026-08-12T19:43:11,39,25
zaragoza,50297,2026-08-15,2026-08-12T19:43:11,36,24
zaragoza,50297,2026-08-16,2026-08-12T19:43:11,36,21
zaragoza,50297,2026-08-17,2026-08-12T19:43:11,37,22
zaragoza,50297,2026-08-18,2026-08-12T19:43:11,38,22
