fecha_captura,fecha_cierre,eua_cierre,cer_cierre,eua_media_5s,cer_media_5s,eua_media_30s,cer_media_30s,eua_media_12m,cer_media_12m
2026-09-16,2026-09-15,85.24,0.0,85.65,0.0,82.74,0.0,78.31,0.0
