ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-08-28,2026-08-28T21:05:11,25,13,45,30,24,12,6.0,0,,,,,0
madrid,28079,2026-08-29,2026-08-28T21:05:11,29,15,60,20,29,15,7.0,10,S,,11,Despejado,0
madrid,28079,2026-08-30,2026-08-28T21:05:11,32,17,50,20,32,17,8.0,15,SO,,11,Despejado,0
madrid,28079,2026-08-31,2026-08-28T21:05:11,33,18,65,20,33,18,7.0,5,SO,,11,Despejado,0
madrid,28079,2026-09-01,2026-08-28T21:05:11,32,19,50,20,32,19,7.0,10,SO,,17,Nubes altas,5
madrid,28079,2026-09-02,2026-08-28T21:05:11,34,19,75,15,34,19,,0,C,,11,Despejado,0
madrid,28079,2026-09-03,2026-08-28T21:05:11,36,21,60,15,36,21,,0,C,,11,Despejado,0
barcelona,08019,2026-08-28,2026-08-28T21:05:11,33,26,45,15,34,26,7.0,0,,,,,0
barcelona,08019,2026-08-29,2026-08-28T21:05:11,31,24,65,30,31,24,7.0,15,SE,,11,Despejado,0
barcelona,08019,2026-08-30,2026-08-28T21:05:11,32,23,75,40,32,23,7.0,15,S,,12,Poco nuboso,0
barcelona,08019,2026-08-31,2026-08-28T21:05:11,32,24,80,55,32,24,7.0,10,SE,,13,Intervalos nubosos,35
barcelona,08019,2026-09-01,2026-08-28T21:05:11,31,24,85,50,31,24,7.0,10,SE,,13,Intervalos nubosos,20
barcelona,08019,2026-09-02,2026-08-28T21:05:11,32,25,70,40,32,25,,15,SE,,43,Intervalos nubosos con lluvia escasa,55
barcelona,08019,2026-09-03,2026-08-28T21:05:11,32,24,65,40,32,24,,15,S,,13,Intervalos nubosos,10
valencia,46250,2026-08-28,2026-08-28T21:05:11,33,23,55,45,33,23,6.0,0,,,,,0
valencia,46250,2026-08-29,2026-08-28T21:05:11,30,20,80,30,30,20,7.0,10,E,,11,Despejado,0
valencia,46250,2026-08-30,2026-08-28T21:05:11,30,20,90,55,30,20,7.0,15,SE,,11,Despejado,0
valencia,46250,2026-08-31,2026-08-28T21:05:11,30,21,85,60,30,21,7.0,15,E,,12,Poco nuboso,0
valencia,46250,2026-09-01,2026-08-28T21:05:11,30,22,85,60,30,22,7.0,10,E,,14,Nuboso,30
valencia,46250,2026-09-02,2026-08-28T21:05:11,30,23,85,60,30,23,,15,E,,13,Intervalos nubosos,40
valencia,46250,2026-09-03,2026-08-28T21:05:11,30,23,95,55,30,23,,10,E,,11,Despejado,5
sevilla,41091,2026-08-28,2026-08-28T21:05:11,31,16,80,25,32,15,6.0,0,,,,,0
sevilla,41091,2026-08-29,2026-08-28T21:05:11,35,18,95,15,35,18,7.0,5,NE,,11,Despejado,0
sevilla,41091,2026-08-30,2026-08-28T21:05:11,36,18,65,15,36,19,8.0,5,SO,,11,Despejado,0
sevilla,41091,2026-08-31,2026-08-28T21:05:11,37,21,70,20,37,21,7.0,0,C,,12,Poco nuboso,0
sevilla,41091,2026-09-01,2026-08-28T21:05:11,37,20,70,20,37,20,7.0,0,C,,12,Poco nuboso,0
sevilla,41091,2026-09-02,2026-08-28T21:05:11,37,19,60,25,37,19,,0,C,,11,Despejado,0
sevilla,41091,2026-09-03,2026-08-28T21:05:11,40,22,75,35,40,22,,0,C,,11,Despejado,0
bilbao,48020,2026-08-28,2026-08-28T21:05:11,29,15,70,50,29,15,6.0,0,,,,,0
bilbao,48020,2026-08-29,2026-08-28T21:05:11,31,15,90,35,31,15,7.0,5,NO,,11,Despejado,0
bilbao,48020,2026-08-30,2026-08-28T21:05:11,27,16,90,60,27,16,7.0,20,NO,,44,Nuboso con lluvia escasa,100
bilbao,48020,2026-08-31,2026-08-28T21:05:11,25,15,85,60,25,15,6.0,15,N,,46,Cubierto con lluvia escasa,60
bilbao,48020,2026-09-01,2026-08-28T21:05:11,24,16,85,65,24,16,6.0,15,N,,45,Muy nuboso con lluvia escasa,75
bilbao,48020,2026-09-02,2026-08-28T21:05:11,27,15,90,50,27,15,,5,N,,15,Muy nuboso,45
bilbao,48020,2026-09-03,2026-08-28T21:05:11,31,14,90,50,31,14,,5,NE,,13,Intervalos nubosos,10
zaragoza,50297,2026-08-28,2026-08-28T21:05:11,30,19,35,25,30,18,6.0,0,,,,,0
zaragoza,50297,2026-08-29,2026-08-28T21:05:11,34,18,55,20,34,18,7.0,5,S,,11,Despejado,0
zaragoza,50297,2026-08-30,2026-08-28T21:05:11,36,19,80,20,36,18,7.0,0,C,,12,Poco nuboso,0
zaragoza,50297,2026-08-31,2026-08-28T21:05:11,34,19,75,25,34,19,7.0,0,C,,11,Despejado,0
zaragoza,50297,2026-09-01,2026-08-28T21:05:11,33,20,70,35,33,20,6.0,0,C,,13,Intervalos nubosos,25
zaragoza,50297,2026-09-02,2026-08-28T21:05:11,34,19,75,35,34,19,,0,C,,13,Intervalos nubosos,10
zaragoza,50297,2026-09-03,2026-08-28T21:05:11,36,19,85,25,36,19,,0,C,,11,Despejado,0
a_coruna,15030,2026-08-28,2026-08-28T21:05:11,23,16,75,65,23,16,6.0,0,,,,,0
a_coruna,15030,2026-08-29,2026-08-28T21:05:11,25,19,85,65,25,19,7.0,20,S,,26,Cubierto con lluvia,100
a_coruna,15030,2026-08-30,2026-08-28T21:05:11,24,18,85,60,24,18,7.0,15,O,,13,Intervalos nubosos,30
a_coruna,15030,2026-08-31,2026-08-28T21:05:11,23,16,90,65,23,16,6.0,10,NO,,44,Nuboso con lluvia escasa,75
a_coruna,15030,2026-09-01,2026-08-28T21:05:11,23,17,100,70,23,17,6.0,15,N,,14,Nuboso,25
a_coruna,15030,2026-09-02,2026-08-28T21:05:11,25,17,100,70,25,17,,10,N,,13,Intervalos nubosos,15
a_coruna,15030,2026-09-03,2026-08-28T21:05:11,26,15,95,65,26,15,,10,N,,12,Poco nuboso,0
mataro,08121,2026-08-28,2026-08-28T21:05:11,33,23,50,20,33,23,6.0,0,,,,,0
mataro,08121,2026-08-29,2026-08-28T21:05:11,30,21,70,35,30,21,7.0,15,S,,11,Despejado,0
mataro,08121,2026-08-30,2026-08-28T21:05:11,31,21,75,45,31,22,7.0,15,S,,11,Despejado,0
mataro,08121,2026-08-31,2026-08-28T21:05:11,31,22,75,55,31,22,7.0,10,S,,13,Intervalos nubosos,15
mataro,08121,2026-09-01,2026-08-28T21:05:11,30,23,90,55,30,23,6.0,10,S,,13,Intervalos nubosos,15
mataro,08121,2026-09-02,2026-08-28T21:05:11,31,22,75,50,31,22,,15,S,,23,Intervalos nubosos con lluvia,65
mataro,08121,2026-09-03,2026-08-28T21:05:11,31,23,75,45,31,23,,15,S,,13,Intervalos nubosos,20
