fecha_captura,fecha_cierre,eua_cierre,cer_cierre,eua_media_5s,cer_media_5s,eua_media_30s,cer_media_30s,eua_media_12m,cer_media_12m
2026-09-15,2026-09-14,87.43,0.0,85.55,0.0,82.58,0.0,78.28,0.0
