fecha_captura,fecha_cierre,eua_cierre,cer_cierre,eua_media_5s,cer_media_5s,eua_media_30s,cer_media_30s,eua_media_12m,cer_media_12m
2026-09-11,2026-09-10,85.29,0.0,84.52,0.0,82.17,0.0,78.19,0.0
