fecha_captura,fecha_cierre,eua_cierre,cer_cierre,eua_media_5s,cer_media_5s,eua_media_30s,cer_media_30s,eua_media_12m,cer_media_12m
2026-09-22,2026-09-21,86.37,0.0,85.47,0.0,83.3,0.0,78.45,0.0
