ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-08-30,2026-08-30T09:21:10,32,17,45,25,32,17,7.0,0,,,,,0
madrid,28079,2026-08-31,2026-08-30T09:21:10,33,19,65,20,33,19,7.0,10,S,,11,Despejado,0
madrid,28079,2026-09-01,2026-08-30T09:21:10,34,20,90,15,34,20,7.0,5,S,,11,Despejado,0
madrid,28079,2026-09-02,2026-08-30T09:21:10,35,19,50,15,35,19,7.0,0,C,,11,Despejado,0
madrid,28079,2026-09-03,2026-08-30T09:21:10,37,21,45,10,37,21,7.0,5,SO,,11,Despejado,0
madrid,28079,2026-09-04,2026-08-30T09:21:10,38,22,30,10,38,22,,0,C,,12,Poco nuboso,5
madrid,28079,2026-09-05,2026-08-30T09:21:10,37,23,35,15,37,23,,5,E,,13,Intervalos nubosos,30
barcelona,08019,2026-08-30,2026-08-30T09:21:10,31,23,65,40,31,23,7.0,0,,,,,0
barcelona,08019,2026-08-31,2026-08-30T09:21:10,31,23,85,50,33,24,7.0,15,S,,13,Intervalos nubosos,25
barcelona,08019,2026-09-01,2026-08-30T09:21:10,31,24,85,45,31,24,6.0,15,S,,12,Poco nuboso,0
barcelona,08019,2026-09-02,2026-08-30T09:21:10,32,24,70,45,32,24,6.0,10,SE,,11,Despejado,5
barcelona,08019,2026-09-03,2026-08-30T09:21:10,32,24,70,40,32,24,7.0,10,S,,11,Despejado,0
barcelona,08019,2026-09-04,2026-08-30T09:21:10,33,25,80,50,33,25,,10,SE,,11,Despejado,0
barcelona,08019,2026-09-05,2026-08-30T09:21:10,34,25,80,40,34,25,,15,S,,11,Despejado,0
valencia,46250,2026-08-30,2026-08-30T09:21:10,29,20,80,50,29,19,7.0,0,,,,,0
valencia,46250,2026-08-31,2026-08-30T09:21:10,30,21,85,65,32,21,7.0,15,E,,12,Poco nuboso,0
valencia,46250,2026-09-01,2026-08-30T09:21:10,30,22,90,60,30,22,7.0,10,E,,45,Muy nuboso con lluvia escasa,55
valencia,46250,2026-09-02,2026-08-30T09:21:10,30,22,90,65,30,22,6.0,10,E,,12,Poco nuboso,0
valencia,46250,2026-09-03,2026-08-30T09:21:10,31,22,95,60,31,22,7.0,10,E,,12,Poco nuboso,0
valencia,46250,2026-09-04,2026-08-30T09:21:10,32,22,90,50,32,22,,10,E,,11,Despejado,0
valencia,46250,2026-09-05,2026-08-30T09:21:10,33,22,80,55,33,22,,10,E,,11,Despejado,0
sevilla,41091,2026-08-30,2026-08-30T09:21:10,36,18,75,25,37,18,7.0,0,,,,,0
