id,grupo,nombre,descripcion,termino
2369,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte anual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
2370,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte anual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
2371,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte anual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
2372,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte anual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
2373,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte anual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
2374,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte anual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
2563,prevision,Previsión diaria de la demanda eléctrica peninsular en el mercado,"<p>Es la previsión de consumo que Red Eléctrica elabora teniendo en cuenta los valores de consumo registrados en periodos precedentes similares, así como otros factores con influencia en el consumo eléctrico como la laboralidad, la climatología y la actividad económica.</p>
<p><strong>Importante:</",previsión
10034,prevision,Generación prevista Solar,<p>Previsión horaria de generación de energía solar recibida de los Modelos de Predicción.</p><p>El desglose de este indicador muestra el detalle de las previsión de energía solar térmica y fotovoltaica.</p><p><b>Publicación:</b> cada hora con la información del día D desde la hora H+1 hasta el fina,previsión
10056,prevision,Volumen absoluto de energía utilizada de regulación secundaria,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
10232,prevision,Potencia disponible de generación total horizonte año móvil,"<p>Calculada como el sumatorio de las potencias disponibles de generaci&oacute;n convencional de horizonte a&ntilde;o m&oacute;vil.</p>

<p>Para visualizar su composici&oacute;n por favor seleccione Desglose en la opci&oacute;n Comparar con.</p>

<p>El horizonte a&ntilde;o m&oacute;vil muestra l",previsto
10249,prevision,Previsión de la demanda residual,"<p>Previsión resultante de restar a la previsión de la demanda diaria las previsiones solares y eólicas.</p><p>El desglose de este indicador detalla las previsiones de generación eólica, generación solar y diaria de la demanda del sistema eléctrico peninsular.</p><p><b>Publicación:</b> diariamente c",previsión
10252,prevision,Volumen neto de energía utilizada de regulación secundaria,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
10323,prevision,Energía de balance a subir,"<p>La regulaci&oacute;n secundaria es un servicio complementario de car&aacute;cter potestativo que tiene por objeto el mantenimiento del equilibrio generaci&oacute;n-demanda, corrigiendo los desv&iacute;os respecto a los programas de intercambio previstos en la interconexi&oacute;n Espa&ntilde;a-Fr",previsto
10324,prevision,Energía de balance a bajar,"<p>La regulaci&oacute;n secundaria es un servicio complementario de car&aacute;cter potestativo que tiene por objeto el mantenimiento del equilibrio generaci&oacute;n-demanda, corrigiendo los desv&iacute;os respecto a los programas de intercambio previstos en la interconexi&oacute;n Espa&ntilde;a-Fr",previsto
10325,prevision,Energía total asignada por seguridad y de balance,<p>Proceso de soluci&oacute;n de restricciones t&eacute;cnicas PBF o Mercado de seguridad del diario es el proceso realizado por el Operador del sistema consistente en la resoluci&oacute;n de las restricciones t&eacute;cnicas identificadas en el Programa Diario Base de Funcionamiento (Fase I) median,previsto
10358,prevision,Previsión diaria D+1 eólica más fotovoltaica,"<p>La Circular 4/2019 de la CNMC por la que se establece la metodolog&iacute;a de retribuci&oacute;n del Operador del Sistema, dispone la existencia de incentivos a la calidad de las previsiones de generaci&oacute;n e&oacute;lica m&aacute;s fotovoltaica para la pen&iacute;nsula realizadas por el Ope",previsión
10359,prevision,Previsión intradiaria H+3 eólica más fotovoltaica,"<p>La Circular 4/2019 de la CNMC por la que se establece la metodolog&iacute;a de retribuci&oacute;n del Operador del Sistema, dispone la existencia de incentivos a la calidad de las previsiones de generaci&oacute;n e&oacute;lica m&aacute;s fotovoltaica para la pen&iacute;nsula realizadas por el Ope",previsión
10388,prevision,Precio medio ponderado reserva de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
10389,prevision,Precio medio ponderado de energía de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
10390,prevision,Precio medio ponderado de energía de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
10463,prevision,Precio medio ponderado reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
