id,grupo,nombre,descripcion,termino
498,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte semanal importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
499,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte semanal importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
500,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte semanal importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
501,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte semanal importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
502,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte semanal exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
503,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte semanal exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
504,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte semanal exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
505,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte semanal exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
510,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte mensual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
511,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte mensual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
512,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte mensual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
513,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte mensual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
514,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte mensual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
515,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte mensual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
516,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte mensual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
517,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte mensual exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
518,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte año móvil importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
519,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte año móvil importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
520,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte año móvil importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
521,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte año móvil importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
522,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte año móvil exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
523,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte año móvil exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
524,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte año móvil exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
525,prevision,Capacidad de intercambio prevista (NTC) con Andorra horizonte año móvil exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
541,prevision,Previsión de la producción eólica peninsular,"<p>Previsi&oacute;n horaria de energ&iacute;a e&oacute;lica seg&uacute;n el Modelo de Predicci&oacute;n E&oacute;lica del Operador del Sistema.</p>

<p><b>Publicaci&oacute;n:</b> cada hora con la previsi&oacute;n desde la hora en curso del d&iacute;a D hasta la &uacute;ltima hora del d&iacute;a D+",previsión
542,prevision,Generación prevista Solar fotovoltaica,<p>Previsión horaria de generación de energía solar recibida de los Modelos de Predicción.</p><p>En concreto este indicador se refiere a la previsión de energía solar fotovoltaica.</p><p><b>Publicación:</b> cada hora con la información del día D desde la hora H+1 hasta el final del día y el día D+1,previsión
543,prevision,Generación prevista Solar térmica,<p>Previsión horaria de generación de energía solar recibida de los Modelos de Predicción.</p><p>En concreto este indicador se refiere a la previsión de energía solar térmica.</p><p><b>Publicación:</b> cada hora con la información del día D desde la hora H+1 hasta el final del día y el día D+1 compl,previsión
544,prevision,Demanda prevista,"<p>Es la previsi&oacute;n de consumo que RE elabora teniendo en cuenta los valores de consumo registrados en periodos precedentes similares, as&iacute; como otros factores con influencia en el consumo el&eacute;ctrico como la laboralidad, la climatolog&iacute;a y la actividad econ&oacute;mica. Los v",prevista
570,prevision,Capacidad prevista en el enlace Península - Baleares,<p>Es la capacidad disponible en el enlace HVDC Península-Baleares para la programación del intercambio de energía a través del enlace entre el sistema eléctrico peninsular y el balear.</p><p><b>Publicación:</b> diariamente sobre las 10:30 para el día D+1 y actualización durante el día D si existe u,previsión
603,prevision,Previsión semanal de la demanda eléctrica peninsular,<p>Previsión de la demanda del sistema peninsular español.</p><p>En concreto este indicador muestra la previsión demanda actualizada semanalmente.</p><p><b>Publicación:</b> cada viernes con la información de la semana S+1 de lunes a domingo. Actualización los domingos.</p>,previsión
604,prevision,Previsión máxima mensual de la demanda eléctrica peninsular,<p>Previsión de la demanda del sistema peninsular español.</p><p>En concreto este indicador muestra la previsión de la demanda máxima para cada semana del mes siguiente.</p><p><b>Publicación:</b> mensualmente antes del día 22 con la información de las semanas del mes siguiente. Una semana pertenece,previsión
619,prevision,Previsión mínima mensual de la demanda eléctrica peninsular,<p>Previsión de la demanda del sistema peninsular español.</p><p>En concreto este indicador muestra la previsión de la demanda mínima para cada semana del mes siguiente.</p><p><b>Publicación:</b> mensualmente antes del día 22 con la información de las semanas del mes siguiente. Una semana pertenece,previsión
620,prevision,Previsión máxima anual de la demanda eléctrica peninsular,<p>Previsión de la demanda del sistema peninsular español.</p><p>En concreto este indicador muestra la previsión de la demanda máxima para cada semana del año siguiente.</p><p><b>Publicación:</b> anualmente antes del 16 de Diciembre con la información de las semanas del año siguiente. Se publicarán,previsión
621,prevision,Previsión mínima anual de la demanda eléctrica peninsular,<p>Previsión de la demanda del sistema peninsular español.</p><p>En concreto este indicador muestra la previsión de la demanda mínima para cada semana del año siguiente.</p><p><b>Publicación:</b> anualmente antes del 16 de Diciembre con la información de las semanas del año siguiente. Se publicarán,previsión
622,prevision,Margen generación disponible - máxima demanda prevista,<p>Resta de la previsión de generación disponible menos la previsión de demanda para el año siguiente.</p><p><b>Publicación:</b> anualmente antes del día 15 a las 23:00 horas para el año A+1.</p>,previsión
630,prevision,Requerimientos reserva de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
631,prevision,Requerimientos reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
632,prevision,Asignación reserva de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
633,prevision,Asignación reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
634,prevision,Precio reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
680,prevision,Energía activada  de regulación secundaria a subir en el sepe,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
681,prevision,Energía activada  de regulación secundaria a bajar en el sepe,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
682,prevision,Precio de energía de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
683,prevision,Precio de energía de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
712,prevision,Coste de reserva de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
713,prevision,Coste unitario soportado por la demanda de reserva de regulación secundaria,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
718,prevision,Derechos de cobro por energía de regulación secundaria,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
719,prevision,Obligaciones de pago por energía de regulación secundaria,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
899,prevision,Coste asignación de reserva de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
1006,prevision,"Perfiles de consumo a efectos de facturación del PVPC Tarifa 2.0 GENERAL BAJA TENSIÓN, POTENCIA INFERIOR A 15 kW","<p>Perfil de carga que se utilizar&aacute; para calcular la facturaci&oacute;n en consumidores acogidos al PVPC cuando el suministro no disponga de equipo de medida con capacidad para telemedida y telegesti&oacute;n, y efectivamente integrado en los correspondientes sistemas, aplicando a las lectura",prevista
1335,prevision,Demanda del sistema a efectos del cálculo de perfiles,"<p>Perfil final es el perfil de carga que se utilizará para obtener las medidas horarias de los consumidores de un determinado tipo, a partir de registros de medida no horarios.</p><p>Los perfiles finales se calculan según el método de cálculo descrito en la <a href=http://www.boe.es/boe/dias/2015/1",prevista
1742,prevision,Demanda prevista SNP,"<p>Es la previsi&oacute;n de consumo de los sistemas no peninsulares que REE elabora teniendo en cuenta los valores de consumo registrados en periodos precedentes similares, as&iacute; como otros factores con influencia en el consumo el&eacute;ctrico como la laboralidad, la climatol&oacute;gica y la",prevista
1774,prevision,Previsión demanda anual,"<p>La Circular 4/2019 de la CNMC por la que se establece la metodolog&iacute;a de retribuci&oacute;n del Operador del Sistema, dispone la existencia de incentivos a la calidad de las previsiones de demanda para la pen&iacute;nsula realizadas por el Operador del Sistema, y establece la publicaci&oacu",previsión
1775,prevision,Previsión diaria D+1 demanda,"<p>La Circular 4/2019 de la CNMC por la que se establece la metodolog&iacute;a de retribuci&oacute;n del Operador del Sistema, dispone la existencia de incentivos a la calidad de las previsiones de demanda para la pen&iacute;nsula realizadas por el Operador del Sistema, y establece la publicaci&oacu",previsión
1776,prevision,Previsión intradiaria H+3 demanda,"<p>La Circular 4/2019 de la CNMC por la que se establece la metodolog&iacute;a de retribuci&oacute;n del Operador del Sistema, dispone la existencia de incentivos a la calidad de las previsiones de demanda para la pen&iacute;nsula realizadas por el Operador del Sistema, y establece la publicaci&oacu",previsión
1777,prevision,Previsión diaria D+1 eólica,"<p>Este indicador corresponde a la predicci&oacute;n diaria de la generaci&oacute;n peninsular e&oacute;lica para el d&iacute;a siguiente, con desglose horario, publicada antes de las 11:00, una hora antes del cierre de ofertas al mercado diario (actualmente a las 12:00).</p>

<p><b>Publicaci&oacute",previsión
1778,prevision,Previsión intradiaria H+3 eólica,"<p>Este indicador corresponde a la predicci&oacute;n intradiaria de la generaci&oacute;n peninsular e&oacute;lica, realizada tres horas antes de cada hora.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;horariamente para el d&iacute;a en curso.</p>",previsión
1779,prevision,Previsión diaria D+1 fotovoltaica,"<p>Este indicador corresponde a la predicci&oacute;n diaria de la generaci&oacute;n peninsular fotovoltaica para el d&iacute;a siguiente, con desglose horario, publicada antes de las 11:00, una hora antes del cierre de ofertas al mercado diario (actualmente a las 12:00).</p>

<p><b>Publicaci&oacute;",previsión
1780,prevision,Previsión intradiaria H+3 fotovoltaica,"<p>Este indicador corresponde a la predicci&oacute;n intradiaria de la generaci&oacute;n peninsular fotovoltaica, realizada tres horas antes de cada hora.</p>

<p><b>Publicaci&oacute;n:</b>&nbsp;horariamente para el d&iacute;a en curso.</p>",previsión
1844,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte diario importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
1845,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte diario importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
1846,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte diario importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
1848,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte diario exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
1849,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte diario exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
1850,prevision,Capacidad de intercambio prevista (NTC) con Marruecos horizonte diario exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
1941,prevision,Demanda Programada Total Peninsular,<p>Es el resultado de la suma de la demanda programada y la previsión de la energía procedente de las instalaciones de autoconsumo fotovoltaico que no se oferta a través del mercado eléctrico.</p><p>Los datos representados en este indicador se refieren a datos peninsulares.</p><p><b>Publicación:</b>,previsión
1942,prevision,Demanda Programada total territorios no peninsulares,<p>Es el resultado de la suma de la demanda programada y la previsión de la energía procedente de las instalaciones de autoconsumo fotovoltaico que no se oferta a través del mercado eléctrico.</p><p>Los datos representados en este indicador se refieren a datos peninsulares.</p><p><b>Publicaci&oacute,previsión
2052,prevision,Demanda real prevista nacional,,prevista
2117,prevision,Capacidad de intercambio comercial prevista en la interconexión con Francia horizonte intradiario importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p>",prevista
2118,prevision,Capacidad de intercambio comercial prevista en la interconexión con Francia horizonte intradiario exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p>",prevista
2119,prevision,Capacidad de intercambio comercial prevista en la interconexión con Portugal horizonte intradiario importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p>",prevista
2120,prevision,Capacidad de intercambio comercial prevista en la interconexión con Portugal horizonte intradiario exportación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p>",prevista
2127,prevision,Coste de reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
2129,prevision,Coste asignación de reserva de regulación secundaria a bajar,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
2130,prevision,Precio Reserva de regulación secundaria a subir,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
2207,prevision,Necesidad de energía de regulación secundaria subir en el sepe,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
2208,prevision,Necesidad de energía de regulación secundaria bajar en el sepe,"<p>La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia",previsto
2367,prevision,Capacidad de intercambio prevista (NTC) con Francia horizonte anual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
2368,prevision,Capacidad de intercambio prevista (NTC) con Portugal horizonte anual importación,"<p>M&aacute;ximo valor admisible del programa de intercambio de energ&iacute;a entre dos sistemas el&eacute;ctricos interconectados, compatible con el cumplimiento de los criterios de seguridad y con las posibles incertidumbres t&eacute;cnicas sobre las condiciones futuras de funcionamiento.</p><p>E",prevista
