datetime,datetime_utc,value,geo_id
2026-08-24T00:00:00.000+02:00,2026-08-23T22:00:00Z,164.0,3
2026-08-24T00:15:00.000+02:00,2026-08-23T22:15:00Z,161.67,3
2026-08-24T00:30:00.000+02:00,2026-08-23T22:30:00Z,152.87,3
2026-08-24T00:45:00.000+02:00,2026-08-23T22:45:00Z,161.53,3
2026-08-24T01:00:00.000+02:00,2026-08-23T23:00:00Z,159.95,3
2026-08-24T01:15:00.000+02:00,2026-08-23T23:15:00Z,158.37,3
2026-08-24T01:30:00.000+02:00,2026-08-23T23:30:00Z,152.87,3
2026-08-24T01:45:00.000+02:00,2026-08-23T23:45:00Z,150.0,3
2026-08-24T02:00:00.000+02:00,2026-08-24T00:00:00Z,144.99,3
2026-08-24T02:15:00.000+02:00,2026-08-24T00:15:00Z,140.59,3
2026-08-24T02:30:00.000+02:00,2026-08-24T00:30:00Z,138.34,3
2026-08-24T02:45:00.000+02:00,2026-08-24T00:45:00Z,135.0,3
2026-08-24T03:00:00.000+02:00,2026-08-24T01:00:00Z,131.12,3
2026-08-24T03:15:00.000+02:00,2026-08-24T01:15:00Z,130.0,3
2026-08-24T03:30:00.000+02:00,2026-08-24T01:30:00Z,130.0,3
2026-08-24T03:45:00.000+02:00,2026-08-24T01:45:00Z,130.0,3
2026-08-24T04:00:00.000+02:00,2026-08-24T02:00:00Z,128.31,3
2026-08-24T04:15:00.000+02:00,2026-08-24T02:15:00Z,128.74,3
2026-08-24T04:30:00.000+02:00,2026-08-24T02:30:00Z,130.0,3
2026-08-24T04:45:00.000+02:00,2026-08-24T02:45:00Z,130.0,3
2026-08-24T05:00:00.000+02:00,2026-08-24T03:00:00Z,124.0,3
2026-08-24T05:15:00.000+02:00,2026-08-24T03:15:00Z,125.0,3
2026-08-24T05:30:00.000+02:00,2026-08-24T03:30:00Z,128.48,3
2026-08-24T05:45:00.000+02:00,2026-08-24T03:45:00Z,134.79,3
2026-08-24T06:00:00.000+02:00,2026-08-24T04:00:00Z,141.57,3
2026-08-24T06:15:00.000+02:00,2026-08-24T04:15:00Z,150.0,3
2026-08-24T06:30:00.000+02:00,2026-08-24T04:30:00Z,152.87,3
2026-08-24T06:45:00.000+02:00,2026-08-24T04:45:00Z,158.37,3
2026-08-24T07:00:00.000+02:00,2026-08-24T05:00:00Z,163.18,3
2026-08-24T07:15:00.000+02:00,2026-08-24T05:15:00Z,165.0,3
2026-08-24T07:30:00.000+02:00,2026-08-24T05:30:00Z,167.52,3
2026-08-24T07:45:00.000+02:00,2026-08-24T05:45:00Z,167.03,3
2026-08-24T08:00:00.000+02:00,2026-08-24T06:00:00Z,178.66,3
2026-08-24T08:15:00.000+02:00,2026-08-24T06:15:00Z,170.0,3
2026-08-24T08:30:00.000+02:00,2026-08-24T06:30:00Z,159.97,3
2026-08-24T08:45:00.000+02:00,2026-08-24T06:45:00Z,138.4,3
2026-08-24T09:00:00.000+02:00,2026-08-24T07:00:00Z,134.9,3
2026-08-24T09:15:00.000+02:00,2026-08-24T07:15:00Z,102.39,3
2026-08-24T09:30:00.000+02:00,2026-08-24T07:30:00Z,86.26,3
2026-08-24T09:45:00.000+02:00,2026-08-24T07:45:00Z,50.0,3
2026-08-24T10:00:00.000+02:00,2026-08-24T08:00:00Z,80.01,3
2026-08-24T10:15:00.000+02:00,2026-08-24T08:15:00Z,39.17,3
2026-08-24T10:30:00.000+02:00,2026-08-24T08:30:00Z,22.14,3
2026-08-24T10:45:00.000+02:00,2026-08-24T08:45:00Z,5.88,3
2026-08-24T11:00:00.000+02:00,2026-08-24T09:00:00Z,11.58,3
2026-08-24T11:15:00.000+02:00,2026-08-24T09:15:00Z,3.43,3
2026-08-24T11:30:00.000+02:00,2026-08-24T09:30:00Z,3.24,3
2026-08-24T11:45:00.000+02:00,2026-08-24T09:45:00Z,1.95,3
2026-08-24T12:00:00.000+02:00,2026-08-24T10:00:00Z,2.0,3
2026-08-24T12:15:00.000+02:00,2026-08-24T10:15:00Z,1.5,3
2026-08-24T12:30:00.000+02:00,2026-08-24T10:30:00Z,1.08,3
2026-08-24T12:45:00.000+02:00,2026-08-24T10:45:00Z,1.08,3
2026-08-24T13:00:00.000+02:00,2026-08-24T11:00:00Z,1.08,3
2026-08-24T13:15:00.000+02:00,2026-08-24T11:15:00Z,1.08,3
2026-08-24T13:30:00.000+02:00,2026-08-24T11:30:00Z,1.0,3
2026-08-24T13:45:00.000+02:00,2026-08-24T11:45:00Z,0.52,3
2026-08-24T14:00:00.000+02:00,2026-08-24T12:00:00Z,1.05,3
2026-08-24T14:15:00.000+02:00,2026-08-24T12:15:00Z,1.0,3
2026-08-24T14:30:00.000+02:00,2026-08-24T12:30:00Z,0.75,3
2026-08-24T14:45:00.000+02:00,2026-08-24T12:45:00Z,0.51,3
2026-08-24T15:00:00.000+02:00,2026-08-24T13:00:00Z,0.51,3
2026-08-24T15:15:00.000+02:00,2026-08-24T13:15:00Z,0.3,3
2026-08-24T15:30:00.000+02:00,2026-08-24T13:30:00Z,0.1,3
2026-08-24T15:45:00.000+02:00,2026-08-24T13:45:00Z,0.3,3
2026-08-24T16:00:00.000+02:00,2026-08-24T14:00:00Z,0.51,3
2026-08-24T16:15:00.000+02:00,2026-08-24T14:15:00Z,0.51,3
2026-08-24T16:30:00.000+02:00,2026-08-24T14:30:00Z,0.51,3
