ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-09-06,2026-09-06T21:03:10,36,24,30,20,35,24,6.0,0,,,,,0
madrid,28079,2026-09-07,2026-09-06T21:03:10,36,21,35,15,36,22,7.0,5,S,,11,Despejado,0
madrid,28079,2026-09-08,2026-09-06T21:03:10,34,21,35,10,35,22,7.0,20,SO,40,12,Poco nuboso,0
madrid,28079,2026-09-09,2026-09-06T21:03:10,26,16,75,35,26,16,6.0,10,N,,43,Intervalos nubosos con lluvia escasa,60
madrid,28079,2026-09-10,2026-09-06T21:03:10,27,13,55,15,27,13,7.0,0,C,,11,Despejado,0
madrid,28079,2026-09-11,2026-09-06T21:03:10,31,15,35,10,31,15,,0,C,,11,Despejado,0
madrid,28079,2026-09-12,2026-09-06T21:03:10,31,17,40,15,31,17,,0,C,,12,Poco nuboso,0
barcelona,08019,2026-09-06,2026-09-06T21:03:10,32,25,65,65,32,25,6.0,0,,,,,0
barcelona,08019,2026-09-07,2026-09-06T21:03:10,32,26,85,50,35,26,6.0,10,E,,12,Poco nuboso,0
barcelona,08019,2026-09-08,2026-09-06T21:03:10,33,24,80,45,33,24,6.0,15,SO,,13,Intervalos nubosos,40
barcelona,08019,2026-09-09,2026-09-06T21:03:10,29,21,75,55,29,21,6.0,10,N,,25,Muy nuboso con lluvia,100
barcelona,08019,2026-09-10,2026-09-06T21:03:10,28,20,80,45,28,20,6.0,5,SE,,13,Intervalos nubosos,35
barcelona,08019,2026-09-11,2026-09-06T21:03:10,30,19,75,50,30,19,,15,S,,13,Intervalos nubosos,10
barcelona,08019,2026-09-12,2026-09-06T21:03:10,29,20,75,55,29,20,,10,SE,,13,Intervalos nubosos,40
valencia,46250,2026-09-06,2026-09-06T21:03:10,35,22,45,40,35,22,6.0,0,,,,,0
valencia,46250,2026-09-07,2026-09-06T21:03:10,34,22,70,20,34,22,6.0,15,SE,,11,Despejado,0
valencia,46250,2026-09-08,2026-09-06T21:03:10,34,21,85,40,35,22,6.0,15,SE,,12,Poco nuboso,0
valencia,46250,2026-09-09,2026-09-06T21:03:10,31,18,80,45,31,18,6.0,15,E,,43,Intervalos nubosos con lluvia escasa,85
valencia,46250,2026-09-10,2026-09-06T21:03:10,26,17,75,45,26,17,6.0,10,SE,,13,Intervalos nubosos,30
valencia,46250,2026-09-11,2026-09-06T21:03:10,28,17,75,45,28,17,,10,SE,,11,Despejado,0
valencia,46250,2026-09-12,2026-09-06T21:03:10,28,16,70,50,28,16,,10,E,,13,Intervalos nubosos,10
sevilla,41091,2026-09-06,2026-09-06T21:03:10,39,23,50,20,40,21,7.0,0,,,,,0
sevilla,41091,2026-09-07,2026-09-06T21:03:10,40,24,65,20,40,21,7.0,5,SO,,12,Poco nuboso,0
sevilla,41091,2026-09-08,2026-09-06T21:03:10,38,22,65,10,40,22,7.0,10,SO,,12,Poco nuboso,0
sevilla,41091,2026-09-09,2026-09-06T21:03:10,34,21,65,30,34,21,7.0,10,O,,13,Intervalos nubosos,20
sevilla,41091,2026-09-10,2026-09-06T21:03:10,35,19,90,35,35,19,7.0,0,C,,12,Poco nuboso,5
sevilla,41091,2026-09-11,2026-09-06T21:03:10,36,20,85,15,36,20,,5,E,,11,Despejado,0
sevilla,41091,2026-09-12,2026-09-06T21:03:10,36,20,60,15,36,20,,15,E,,11,Despejado,0
bilbao,48020,2026-09-06,2026-09-06T21:03:10,33,20,90,75,33,20,6.0,0,,,,,0
bilbao,48020,2026-09-07,2026-09-06T21:03:10,29,18,95,60,29,18,6.0,5,NO,,44,Nuboso con lluvia escasa,60
bilbao,48020,2026-09-08,2026-09-06T21:03:10,28,16,90,55,28,16,6.0,10,NO,,23,Intervalos nubosos con lluvia,100
bilbao,48020,2026-09-09,2026-09-06T21:03:10,23,15,90,55,23,15,5.0,15,N,,23,Intervalos nubosos con lluvia,100
bilbao,48020,2026-09-10,2026-09-06T21:03:10,23,12,95,45,23,12,6.0,10,NE,,13,Intervalos nubosos,40
bilbao,48020,2026-09-11,2026-09-06T21:03:10,25,10,75,50,25,10,,10,N,,13,Intervalos nubosos,40
bilbao,48020,2026-09-12,2026-09-06T21:03:10,26,15,100,60,26,15,,5,N,,15,Muy nuboso,40
zaragoza,50297,2026-09-06,2026-09-06T21:03:10,38,24,35,10,40,24,6.0,0,,,,,0
zaragoza,50297,2026-09-07,2026-09-06T21:03:10,40,22,55,15,40,22,6.0,5,O,,12,Poco nuboso,0
