ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-08-13,2026-08-13T15:01:12,39,24,50,10,39,25,8.0,0,,,,,0
madrid,28079,2026-08-14,2026-08-13T15:01:12,38,24,55,15,38,24,8.0,5,NE,,43,Intervalos nubosos con lluvia escasa,85
madrid,28079,2026-08-15,2026-08-13T15:01:12,34,22,65,25,34,22,8.0,0,C,,43,Intervalos nubosos con lluvia escasa,80
madrid,28079,2026-08-16,2026-08-13T15:01:12,34,20,65,20,34,20,8.0,0,C,,43,Intervalos nubosos con lluvia escasa,50
madrid,28079,2026-08-17,2026-08-13T15:01:12,35,21,65,20,35,21,8.0,0,C,,13,Intervalos nubosos,10
madrid,28079,2026-08-18,2026-08-13T15:01:12,36,22,60,15,36,22,,0,C,,11,Despejado,0
madrid,28079,2026-08-19,2026-08-13T15:01:12,37,23,60,25,37,23,,0,C,,13,Intervalos nubosos,15
barcelona,08019,2026-08-13,2026-08-13T15:01:12,33,26,70,45,34,26,7.0,0,,,,,0
barcelona,08019,2026-08-14,2026-08-13T15:01:12,36,26,60,30,37,26,8.0,10,SE,,13,Intervalos nubosos,40
barcelona,08019,2026-08-15,2026-08-13T15:01:12,34,26,75,40,34,26,8.0,0,C,,43,Intervalos nubosos con lluvia escasa,55
barcelona,08019,2026-08-16,2026-08-13T15:01:12,33,26,75,55,33,26,8.0,10,SE,,43,Intervalos nubosos con lluvia escasa,80
barcelona,08019,2026-08-17,2026-08-13T15:01:12,32,25,80,65,32,25,7.0,10,SE,,43,Intervalos nubosos con lluvia escasa,90
barcelona,08019,2026-08-18,2026-08-13T15:01:12,32,27,80,50,32,27,,10,SE,,43,Intervalos nubosos con lluvia escasa,75
barcelona,08019,2026-08-19,2026-08-13T15:01:12,33,26,85,65,33,26,,15,S,,43,Intervalos nubosos con lluvia escasa,60
valencia,46250,2026-08-13,2026-08-13T15:01:12,33,24,85,50,33,25,8.0,0,,,,,0
valencia,46250,2026-08-14,2026-08-13T15:01:12,34,25,100,35,39,25,8.0,15,SE,,13,Intervalos nubosos,20
valencia,46250,2026-08-15,2026-08-13T15:01:12,33,25,85,50,33,25,8.0,5,E,,43,Intervalos nubosos con lluvia escasa,80
valencia,46250,2026-08-16,2026-08-13T15:01:12,32,24,85,50,32,24,8.0,15,E,,13,Intervalos nubosos,40
valencia,46250,2026-08-17,2026-08-13T15:01:12,33,24,75,40,33,24,7.0,10,SE,,13,Intervalos nubosos,20
valencia,46250,2026-08-18,2026-08-13T15:01:12,32,24,80,45,32,24,,10,E,,13,Intervalos nubosos,10
valencia,46250,2026-08-19,2026-08-13T15:01:12,33,25,80,55,33,25,,15,SE,,13,Intervalos nubosos,10
