ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-09-03,2026-09-03T08:49:09,37,21,55,15,37,21,7.0,0,,,,,0
madrid,28079,2026-09-04,2026-09-03T08:49:09,38,22,35,10,38,22,7.0,0,C,,17,Nubes altas,0
madrid,28079,2026-09-05,2026-09-03T08:49:09,38,25,40,10,38,25,7.0,0,C,,13,Intervalos nubosos,15
madrid,28079,2026-09-06,2026-09-03T08:49:09,36,23,40,15,36,23,7.0,0,C,,13,Intervalos nubosos,10
madrid,28079,2026-09-07,2026-09-03T08:49:09,37,23,40,15,37,23,7.0,5,S,,12,Poco nuboso,0
madrid,28079,2026-09-08,2026-09-03T08:49:09,37,22,60,15,37,22,,10,SO,,11,Despejado,0
madrid,28079,2026-09-09,2026-09-03T08:49:09,35,21,35,10,35,21,,0,C,,12,Poco nuboso,5
barcelona,08019,2026-09-03,2026-09-03T08:57:09,32,25,75,35,32,24,7.0,0,,,,,0
barcelona,08019,2026-09-04,2026-09-03T08:57:09,33,25,75,45,37,25,7.0,15,S,,12,Poco nuboso,0
barcelona,08019,2026-09-05,2026-09-03T08:57:09,33,25,75,45,33,25,6.0,15,S,,12,Poco nuboso,0
barcelona,08019,2026-09-06,2026-09-03T08:57:09,33,25,80,35,33,25,6.0,10,SE,,12,Poco nuboso,0
barcelona,08019,2026-09-07,2026-09-03T08:57:09,32,25,80,50,32,25,6.0,10,SE,,12,Poco nuboso,0
barcelona,08019,2026-09-08,2026-09-03T08:57:09,33,25,80,45,33,25,,15,S,,13,Intervalos nubosos,25
barcelona,08019,2026-09-09,2026-09-03T08:57:09,31,26,80,75,31,26,,15,SE,,25,Muy nuboso con lluvia,80
valencia,46250,2026-09-03,2026-09-03T08:49:09,31,23,90,60,31,23,7.0,0,,,,,0
valencia,46250,2026-09-04,2026-09-03T08:49:09,32,22,100,55,37,22,7.0,15,SE,,12,Poco nuboso,0
valencia,46250,2026-09-05,2026-09-03T08:49:09,32,22,95,55,32,22,7.0,10,E,,17,Nubes altas,0
valencia,46250,2026-09-06,2026-09-03T08:49:09,34,22,65,30,34,22,7.0,10,SE,,12,Poco nuboso,0
valencia,46250,2026-09-07,2026-09-03T08:49:09,35,22,60,35,35,22,7.0,15,SE,,11,Despejado,0
valencia,46250,2026-09-08,2026-09-03T08:49:09,32,23,75,50,32,23,,10,E,,11,Despejado,5
valencia,46250,2026-09-09,2026-09-03T08:49:09,31,23,80,55,31,23,,15,E,,13,Intervalos nubosos,15
sevilla,41091,2026-09-03,2026-09-03T08:49:09,42,23,70,15,44,23,7.0,0,,,,,0
sevilla,41091,2026-09-04,2026-09-03T08:49:09,40,23,75,20,39,23,7.0,5,NO,,13,Intervalos nubosos,20
sevilla,41091,2026-09-05,2026-09-03T08:49:09,41,23,75,20,41,23,7.0,0,C,,13,Intervalos nubosos,15
sevilla,41091,2026-09-06,2026-09-03T08:49:09,40,24,50,15,40,24,7.0,0,C,,12,Poco nuboso,0
sevilla,41091,2026-09-07,2026-09-03T08:49:09,40,24,65,25,40,24,7.0,0,C,,11,Despejado,0
sevilla,41091,2026-09-08,2026-09-03T08:49:09,38,22,65,25,38,22,,10,SO,,11,Despejado,0
sevilla,41091,2026-09-09,2026-09-03T08:49:09,38,20,75,20,38,20,,10,SO,,11,Despejado,5
bilbao,48020,2026-09-03,2026-09-03T08:49:09,33,14,90,40,33,14,6.0,0,,,,,0
bilbao,48020,2026-09-04,2026-09-03T08:49:09,35,16,90,40,36,16,6.0,15,NO,,11,Despejado,0
bilbao,48020,2026-09-05,2026-09-03T08:49:09,33,18,95,45,33,18,6.0,10,E,,13,Intervalos nubosos,10
bilbao,48020,2026-09-06,2026-09-03T08:49:09,36,19,90,45,36,19,6.0,0,C,,43,Intervalos nubosos con lluvia escasa,70
bilbao,48020,2026-09-07,2026-09-03T08:49:09,26,17,90,65,26,17,6.0,15,N,,45,Muy nuboso con lluvia escasa,85
bilbao,48020,2026-09-08,2026-09-03T08:49:09,29,16,90,70,29,16,,10,N,,24,Nuboso con lluvia,90
bilbao,48020,2026-09-09,2026-09-03T08:49:09,30,16,100,60,30,16,,10,NO,,44,Nuboso con lluvia escasa,75
zaragoza,50297,2026-09-03,2026-09-03T08:49:09,39,20,70,25,38,20,6.0,0,,,,,0
zaragoza,50297,2026-09-04,2026-09-03T08:49:09,39,21,100,10,41,21,6.0,5,O,,11,Despejado,0
zaragoza,50297,2026-09-05,2026-09-03T08:49:09,41,23,55,15,41,23,6.0,0,C,,12,Poco nuboso,0
zaragoza,50297,2026-09-06,2026-09-03T08:49:09,41,24,50,10,41,24,6.0,0,C,,12,Poco nuboso,5
zaragoza,50297,2026-09-07,2026-09-03T08:49:09,38,22,65,25,38,22,6.0,5,O,,12,Poco nuboso,5
zaragoza,50297,2026-09-08,2026-09-03T08:49:09,39,20,75,30,39,20,,0,C,,13,Intervalos nubosos,10
zaragoza,50297,2026-09-09,2026-09-03T08:49:09,36,20,70,35,36,20,,15,NO,,12,Poco nuboso,5
mataro,08121,2026-09-03,2026-09-03T08:57:09,31,24,75,55,31,24,7.0,0,,,,,0
mataro,08121,2026-09-04,2026-09-03T08:57:09,31,23,90,65,35,23,6.0,10,S,,12,Poco nuboso,0
mataro,08121,2026-09-05,2026-09-03T08:57:09,32,24,80,50,32,24,6.0,10,S,,12,Poco nuboso,0
mataro,08121,2026-09-06,2026-09-03T08:57:09,32,24,75,45,32,24,6.0,15,SE,,12,Poco nuboso,0
mataro,08121,2026-09-07,2026-09-03T08:57:09,31,24,75,55,31,24,6.0,15,SE,,12,Poco nuboso,5
mataro,08121,2026-09-08,2026-09-03T08:57:09,32,23,80,55,32,23,,20,S,,13,Intervalos nubosos,45
mataro,08121,2026-09-09,2026-09-03T08:57:09,30,24,80,70,30,24,,15,S,,25,Muy nuboso con lluvia,85
