ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-09-02,2026-09-02T13:13:10,36,20,50,15,35,19,7.0,0,,,,,0
madrid,28079,2026-09-03,2026-09-02T13:13:10,37,21,60,10,37,21,7.0,10,SO,,11,Despejado,0
madrid,28079,2026-09-04,2026-09-02T13:13:10,38,22,35,10,38,21,7.0,0,C,,12,Poco nuboso,0
madrid,28079,2026-09-05,2026-09-02T13:13:10,36,25,30,15,36,25,7.0,10,S,,14,Nuboso,15
madrid,28079,2026-09-06,2026-09-02T13:13:10,36,23,40,15,36,23,7.0,0,C,,13,Intervalos nubosos,10
madrid,28079,2026-09-07,2026-09-02T13:13:10,37,22,55,15,37,22,,5,S,,11,Despejado,5
madrid,28079,2026-09-08,2026-09-02T13:13:10,35,23,30,15,35,23,,10,SO,,13,Intervalos nubosos,10
barcelona,08019,2026-09-02,2026-09-02T13:13:10,31,24,75,40,31,24,6.0,0,,,,,0
barcelona,08019,2026-09-03,2026-09-02T13:13:10,32,25,70,40,33,25,7.0,15,SO,,11,Despejado,0
barcelona,08019,2026-09-04,2026-09-02T13:13:10,33,25,80,50,33,25,7.0,15,S,,11,Despejado,0
barcelona,08019,2026-09-05,2026-09-02T13:13:10,34,25,85,40,34,25,6.0,10,SE,,12,Poco nuboso,0
barcelona,08019,2026-09-06,2026-09-02T13:13:10,35,25,75,40,35,25,6.0,10,SE,,17,Nubes altas,0
barcelona,08019,2026-09-07,2026-09-02T13:13:10,32,25,80,55,32,25,,10,SE,,12,Poco nuboso,0
barcelona,08019,2026-09-08,2026-09-02T13:13:10,34,24,75,40,34,24,,15,S,,13,Intervalos nubosos,40
valencia,46250,2026-09-02,2026-09-02T13:13:10,30,21,90,70,30,21,6.0,0,,,,,0
valencia,46250,2026-09-03,2026-09-02T13:13:10,31,23,95,60,35,23,7.0,10,SE,,11,Despejado,0
valencia,46250,2026-09-04,2026-09-02T13:13:10,32,22,100,55,32,22,7.0,10,SE,,12,Poco nuboso,0
valencia,46250,2026-09-05,2026-09-02T13:13:10,32,22,90,50,32,22,7.0,10,E,,17,Nubes altas,0
valencia,46250,2026-09-06,2026-09-02T13:13:10,34,22,60,30,34,22,7.0,5,SE,,17,Nubes altas,0
valencia,46250,2026-09-07,2026-09-02T13:13:10,32,23,70,40,32,23,,10,E,,11,Despejado,0
valencia,46250,2026-09-08,2026-09-02T13:13:10,33,22,70,45,33,22,,10,SE,,13,Intervalos nubosos,10
sevilla,41091,2026-09-02,2026-09-02T13:13:10,40,21,70,25,40,21,7.0,0,,,,,0
sevilla,41091,2026-09-03,2026-09-02T13:13:10,42,23,70,10,43,23,7.0,5,E,,12,Poco nuboso,0
sevilla,41091,2026-09-04,2026-09-02T13:13:10,40,23,75,25,40,23,7.0,0,C,,17,Nubes altas,5
sevilla,41091,2026-09-05,2026-09-02T13:13:10,40,24,75,25,40,24,7.0,0,C,,13,Intervalos nubosos,10
sevilla,41091,2026-09-06,2026-09-02T13:13:10,40,24,50,20,40,24,7.0,0,C,,13,Intervalos nubosos,10
sevilla,41091,2026-09-07,2026-09-02T13:13:10,40,23,65,20,40,23,,0,C,,11,Despejado,0
sevilla,41091,2026-09-08,2026-09-02T13:13:10,39,22,65,25,39,22,,5,SO,,11,Despejado,0
bilbao,48020,2026-09-02,2026-09-02T13:13:10,28,15,90,60,28,15,6.0,0,,,,,0
bilbao,48020,2026-09-03,2026-09-02T13:13:10,33,15,90,40,33,15,6.0,5,E,,12,Poco nuboso,0
bilbao,48020,2026-09-04,2026-09-02T13:13:10,33,15,90,40,33,15,6.0,10,N,,12,Poco nuboso,0
bilbao,48020,2026-09-05,2026-09-02T13:13:10,37,17,90,35,37,17,6.0,5,NE,,13,Intervalos nubosos,25
bilbao,48020,2026-09-06,2026-09-02T13:13:10,31,19,90,60,31,19,6.0,15,N,,13,Intervalos nubosos,50
bilbao,48020,2026-09-07,2026-09-02T13:13:10,29,19,100,50,29,19,,10,N,,44,Nuboso con lluvia escasa,80
bilbao,48020,2026-09-08,2026-09-02T13:13:10,28,19,100,55,28,19,,10,NO,,26,Cubierto con lluvia,85
zaragoza,50297,2026-09-02,2026-09-02T13:13:10,35,19,75,25,37,20,6.0,0,,,,,0
zaragoza,50297,2026-09-03,2026-09-02T13:13:10,39,20,70,25,38,20,6.0,0,C,,11,Despejado,0
zaragoza,50297,2026-09-04,2026-09-02T13:13:10,39,21,95,10,41,21,6.0,0,C,,12,Poco nuboso,0
zaragoza,50297,2026-09-05,2026-09-02T13:13:10,40,23,55,10,40,23,6.0,5,SE,,12,Poco nuboso,5
zaragoza,50297,2026-09-06,2026-09-02T13:13:10,40,26,45,15,40,26,6.0,0,C,,13,Intervalos nubosos,10
zaragoza,50297,2026-09-07,2026-09-02T13:13:10,38,21,70,20,38,21,,0,C,,12,Poco nuboso,5
zaragoza,50297,2026-09-08,2026-09-02T13:13:10,39,21,80,20,39,21,,0,C,,11,Despejado,5
a_coruna,15030,2026-09-02,2026-09-02T13:13:10,23,16,100,70,23,16,6.0,0,,,,,0
