fecha_captura,fecha_cierre,eua_cierre,cer_cierre,eua_media_5s,cer_media_5s,eua_media_30s,cer_media_30s,eua_media_12m,cer_media_12m
2026-09-10,2026-09-09,84.95,0.0,83.95,0.0,82.03,0.0,78.15,0.0
