ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-08-29,2026-08-29T12:17:11,29,15,60,20,29,14,7.0,0,,,,,0
madrid,28079,2026-08-30,2026-08-29T12:17:11,32,17,45,20,32,16,8.0,15,SO,,11,Despejado,0
madrid,28079,2026-08-31,2026-08-29T12:17:11,33,19,70,20,33,19,7.0,5,S,,11,Despejado,0
madrid,28079,2026-09-01,2026-08-29T12:17:11,33,20,75,20,33,20,7.0,5,SO,,12,Poco nuboso,0
madrid,28079,2026-09-02,2026-08-29T12:17:11,34,19,75,15,34,19,7.0,0,C,,11,Despejado,0
madrid,28079,2026-09-03,2026-08-29T12:17:11,36,20,55,15,36,20,,0,C,,11,Despejado,0
madrid,28079,2026-09-04,2026-08-29T12:17:11,37,22,40,10,37,22,,0,C,,11,Despejado,0
barcelona,08019,2026-08-29,2026-08-29T12:17:11,31,24,65,35,30,23,7.0,0,,,,,0
barcelona,08019,2026-08-30,2026-08-29T12:17:11,31,23,75,40,31,23,7.0,15,S,,11,Despejado,0
barcelona,08019,2026-08-31,2026-08-29T12:17:11,31,23,85,50,31,23,7.0,10,S,,13,Intervalos nubosos,15
barcelona,08019,2026-09-01,2026-08-29T12:17:11,31,24,70,40,31,24,6.0,10,S,,13,Intervalos nubosos,10
barcelona,08019,2026-09-02,2026-08-29T12:17:11,32,24,65,45,32,24,6.0,10,SE,,13,Intervalos nubosos,30
barcelona,08019,2026-09-03,2026-08-29T12:17:11,32,25,70,45,32,25,,15,S,,11,Despejado,5
barcelona,08019,2026-09-04,2026-08-29T12:17:11,33,25,80,50,33,25,,10,S,,11,Despejado,0
valencia,46250,2026-08-29,2026-08-29T12:17:11,30,20,60,30,30,19,7.0,0,,,,,0
valencia,46250,2026-08-30,2026-08-29T12:17:11,29,20,85,55,31,20,7.0,10,E,,11,Despejado,0
valencia,46250,2026-08-31,2026-08-29T12:17:11,30,21,90,60,30,21,7.0,15,E,,12,Poco nuboso,0
valencia,46250,2026-09-01,2026-08-29T12:17:11,30,22,90,60,30,22,7.0,10,E,,13,Intervalos nubosos,40
valencia,46250,2026-09-02,2026-08-29T12:17:11,30,23,80,65,30,23,6.0,10,E,,14,Nuboso,20
valencia,46250,2026-09-03,2026-08-29T12:17:11,31,22,85,60,31,22,,10,E,,11,Despejado,0
valencia,46250,2026-09-04,2026-08-29T12:17:11,32,23,85,60,32,23,,10,E,,11,Despejado,0
sevilla,41091,2026-08-29,2026-08-29T12:17:11,35,18,90,15,36,17,7.0,0,,,,,0
sevilla,41091,2026-08-30,2026-08-29T12:17:11,36,18,70,15,36,18,8.0,5,O,,11,Despejado,0
sevilla,41091,2026-08-31,2026-08-29T12:17:11,37,21,75,20,37,21,7.0,0,C,,11,Despejado,0
sevilla,41091,2026-09-01,2026-08-29T12:17:11,36,19,70,15,36,19,7.0,10,SO,,12,Poco nuboso,0
sevilla,41091,2026-09-02,2026-08-29T12:17:11,36,19,75,35,36,19,7.0,0,C,,11,Despejado,0
sevilla,41091,2026-09-03,2026-08-29T12:17:11,40,22,70,30,40,22,,0,C,,11,Despejado,0
sevilla,41091,2026-09-04,2026-08-29T12:17:11,38,22,85,35,38,22,,0,C,,11,Despejado,0
bilbao,48020,2026-08-29,2026-08-29T12:17:11,31,14,85,30,31,14,6.0,0,,,,,0
bilbao,48020,2026-08-30,2026-08-29T12:17:11,27,16,90,65,27,16,7.0,15,NO,,44,Nuboso con lluvia escasa,100
bilbao,48020,2026-08-31,2026-08-29T12:17:11,24,15,90,60,24,15,6.0,10,N,,45,Muy nuboso con lluvia escasa,70
bilbao,48020,2026-09-01,2026-08-29T12:17:11,25,17,90,60,25,17,6.0,10,NE,,45,Muy nuboso con lluvia escasa,55
bilbao,48020,2026-09-02,2026-08-29T12:17:11,28,17,95,55,28,17,6.0,10,N,,13,Intervalos nubosos,20
bilbao,48020,2026-09-03,2026-08-29T12:17:11,31,15,95,45,31,15,,10,NE,,12,Poco nuboso,5
bilbao,48020,2026-09-04,2026-08-29T12:17:11,38,15,85,35,38,15,,0,C,,11,Despejado,0
zaragoza,50297,2026-08-29,2026-08-29T12:17:11,34,18,60,20,34,17,7.0,0,,,,,0
zaragoza,50297,2026-08-30,2026-08-29T12:17:11,35,18,85,20,36,18,7.0,0,C,,12,Poco nuboso,0
zaragoza,50297,2026-08-31,2026-08-29T12:17:11,34,19,75,25,34,19,7.0,5,NO,,12,Poco nuboso,0
zaragoza,50297,2026-09-01,2026-08-29T12:17:11,34,19,70,30,34,19,6.0,5,SE,,13,Intervalos nubosos,20
zaragoza,50297,2026-09-02,2026-08-29T12:17:11,35,19,75,25,35,19,6.0,0,C,,11,Despejado,0
zaragoza,50297,2026-09-03,2026-08-29T12:17:11,38,20,80,25,38,20,,0,C,,11,Despejado,0
zaragoza,50297,2026-09-04,2026-08-29T12:17:11,40,22,75,15,40,22,,0,C,,12,Poco nuboso,0
a_coruna,15030,2026-08-29,2026-08-29T12:17:11,24,19,85,70,24,19,6.0,0,,,,,0
a_coruna,15030,2026-08-30,2026-08-29T12:17:11,24,18,85,55,24,18,7.0,10,O,,14,Nuboso,45
a_coruna,15030,2026-08-31,2026-08-29T12:17:11,23,16,95,65,23,16,6.0,5,NO,,43,Intervalos nubosos con lluvia escasa,65
a_coruna,15030,2026-09-01,2026-08-29T12:17:11,24,17,95,65,24,17,6.0,15,N,,14,Nuboso,10
a_coruna,15030,2026-09-02,2026-08-29T12:17:11,24,18,95,65,24,18,6.0,15,N,,13,Intervalos nubosos,10
a_coruna,15030,2026-09-03,2026-08-29T12:17:11,27,16,95,70,27,16,,5,N,,12,Poco nuboso,0
a_coruna,15030,2026-09-04,2026-08-29T12:17:11,24,19,95,75,24,19,,10,NO,,14,Nuboso,5
mataro,08121,2026-08-29,2026-08-29T12:17:11,30,21,75,40,30,21,7.0,0,,,,,0
mataro,08121,2026-08-30,2026-08-29T12:17:11,30,21,80,50,31,21,7.0,10,S,,11,Despejado,0
mataro,08121,2026-08-31,2026-08-29T12:17:11,30,22,95,55,30,22,7.0,15,S,,13,Intervalos nubosos,10
mataro,08121,2026-09-01,2026-08-29T12:17:11,31,23,75,45,31,23,6.0,15,S,,12,Poco nuboso,5
mataro,08121,2026-09-02,2026-08-29T12:17:11,31,23,70,50,31,23,6.0,15,S,,43,Intervalos nubosos con lluvia escasa,55
mataro,08121,2026-09-03,2026-08-29T12:17:11,31,23,70,50,31,23,,15,S,,13,Intervalos nubosos,20
mataro,08121,2026-09-04,2026-08-29T12:17:11,31,23,85,55,31,23,,10,S,,11,Despejado,0
