ciudad,municipio,fecha_prevista,elaborado,tmax,tmin
madrid,28079,2026-08-11,2026-08-11T19:09:12,36,22
madrid,28079,2026-08-12,2026-08-11T19:09:12,38,25
madrid,28079,2026-08-13,2026-08-11T19:09:12,39,24
madrid,28079,2026-08-14,2026-08-11T19:09:12,38,24
madrid,28079,2026-08-15,2026-08-11T19:09:12,36,23
madrid,28079,2026-08-16,2026-08-11T19:09:12,35,22
madrid,28079,2026-08-17,2026-08-11T19:09:12,35,20
barcelona,08019,2026-08-11,2026-08-11T19:09:12,32,26
barcelona,08019,2026-08-12,2026-08-11T19:09:12,32,25
barcelona,08019,2026-08-13,2026-08-11T19:09:12,33,25
barcelona,08019,2026-08-14,2026-08-11T19:09:12,35,26
barcelona,08019,2026-08-15,2026-08-11T19:09:12,33,26
barcelona,08019,2026-08-16,2026-08-11T19:09:12,31,26
barcelona,08019,2026-08-17,2026-08-11T19:09:12,30,23
valencia,46250,2026-08-11,2026-08-11T19:09:12,33,25
valencia,46250,2026-08-12,2026-08-11T19:09:12,33,25
valencia,46250,2026-08-13,2026-08-11T19:09:12,33,24
valencia,46250,2026-08-14,2026-08-11T19:09:12,33,24
valencia,46250,2026-08-15,2026-08-11T19:09:12,33,25
valencia,46250,2026-08-16,2026-08-11T19:09:12,31,24
valencia,46250,2026-08-17,2026-08-11T19:09:12,30,23
sevilla,41091,2026-08-11,2026-08-11T19:09:12,39,19
sevilla,41091,2026-08-12,2026-08-11T19:09:12,40,21
sevilla,41091,2026-08-13,2026-08-11T19:09:12,40,23
sevilla,41091,2026-08-14,2026-08-11T19:09:12,39,24
sevilla,41091,2026-08-15,2026-08-11T19:09:12,36,22
sevilla,41091,2026-08-16,2026-08-11T19:09:12,35,20
sevilla,41091,2026-08-17,2026-08-11T19:09:12,37,22
bilbao,48020,2026-08-11,2026-08-11T19:09:12,32,19
bilbao,48020,2026-08-12,2026-08-11T19:09:12,34,19
bilbao,48020,2026-08-13,2026-08-11T19:09:12,32,19
bilbao,48020,2026-08-14,2026-08-11T19:09:12,31,20
bilbao,48020,2026-08-15,2026-08-11T19:09:12,28,19
bilbao,48020,2026-08-16,2026-08-11T19:09:12,27,19
bilbao,48020,2026-08-17,2026-08-11T19:09:12,26,16
zaragoza,50297,2026-08-11,2026-08-11T19:09:12,38,23
zaragoza,50297,2026-08-12,2026-08-11T19:09:12,40,24
zaragoza,50297,2026-08-13,2026-08-11T19:09:12,41,24
zaragoza,50297,2026-08-14,2026-08-11T19:09:12,39,25
zaragoza,50297,2026-08-15,2026-08-11T19:09:12,34,22
zaragoza,50297,2026-08-16,2026-08-11T19:09:12,31,21
zaragoza,50297,2026-08-17,2026-08-11T19:09:12,34,19
