id,nombre,estado,detalle,values_updated_at,filas
12,(cadena de programación),ok,,2026-09-03T14:23:03.000+02:00,288
14,(cadena de programación),ok,,2026-09-03T14:23:03.000+02:00,272
15,(cadena de programación),ok,,2026-09-03T14:23:03.000+02:00,288
47,(cadena de programación),ok,,2026-09-03T15:33:13.000+02:00,288
49,(cadena de programación),ok,,2026-09-03T15:33:13.000+02:00,272
50,(cadena de programación),ok,,2026-09-03T15:33:13.000+02:00,286
82,(cadena de programación),ok,,2026-09-03T20:39:49.000+02:00,192
84,(cadena de programación),ok,,2026-09-03T20:39:49.000+02:00,153
85,(cadena de programación),ok,,2026-09-03T20:39:49.000+02:00,192
117,(cadena de programación),ok,,2026-09-03T17:26:56.000+02:00,288
119,(cadena de programación),ok,,2026-09-03T17:26:56.000+02:00,268
120,(cadena de programación),ok,,2026-09-03T17:26:56.000+02:00,288
187,(cadena de programación),ok,,2026-09-03T14:29:36.000+02:00,96
189,(cadena de programación),ok,,2026-09-03T14:29:36.000+02:00,96
190,(cadena de programación),ok,,2026-09-03T14:29:36.000+02:00,96
434,(cadena de programación),ok,,2026-09-03T14:23:00.000+02:00,189
460,Previsión diaria de la demanda eléctrica peninsular,ok,,2026-09-03T20:21:24.000+02:00,864
461,Previsión mensual de la demanda eléctrica peninsular,vacio,sin valores (aún no publicado),,0
480,Potencia disponible de generación Hidráulica UGH horizonte año móvil,ok,,2026-09-01T03:45:29.000+02:00,300
481,Potencia disponible de generación Turbinación bombeo horizonte año móvil,ok,,2026-09-01T03:45:29.000+02:00,84
482,Potencia disponible de generación Nuclear horizonte año móvil,ok,,2026-09-01T03:45:29.000+02:00,48
483,Potencia disponible de generación Hulla antracita horizonte año móvil,ok,,2026-09-01T03:45:29.000+02:00,12
484,Potencia disponible de generación Hulla sub-bituminosa horizonte año móvil,ok,,2026-09-01T03:45:30.000+02:00,12
485,Potencia disponible de generación Ciclo combinado horizonte año móvil,ok,,2026-09-01T03:45:30.000+02:00,180
486,Potencia disponible de generación Fuel horizonte año móvil,ok,,2026-09-01T03:45:30.000+02:00,12
487,Potencia disponible de generación Gas Natural horizonte año móvil,ok,,2026-09-01T03:45:30.000+02:00,12
498,Capacidad de intercambio prevista (NTC) con Francia horizonte semanal importación,vacio,sin valores (aún no publicado),,0
499,Capacidad de intercambio prevista (NTC) con Portugal horizonte semanal importación,vacio,sin valores (aún no publicado),,0
500,Capacidad de intercambio prevista (NTC) con Marruecos horizonte semanal importación,vacio,sin valores (aún no publicado),,0
501,Capacidad de intercambio prevista (NTC) con Andorra horizonte semanal importación,vacio,sin valores (aún no publicado),,0
