fecha_captura,fecha_cierre,eua_cierre,cer_cierre,eua_media_5s,cer_media_5s,eua_media_30s,cer_media_30s,eua_media_12m,cer_media_12m
2026-09-22,2026-09-22,86.39,0.0,85.7,0.0,83.46,0.0,78.48,0.0
