fecha_captura,fecha_cierre,eua_cierre,cer_cierre,eua_media_5s,cer_media_5s,eua_media_30s,cer_media_30s,eua_media_12m,cer_media_12m
2026-09-25,2026-09-25,86.47,0.0,86.11,0.0,83.91,0.0,78.6,0.0
