ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-08-18,2026-08-18T08:59:10,38,23,50,15,38,24,8.0,0,,,,,0
madrid,28079,2026-08-19,2026-08-18T08:59:10,35,24,45,15,35,24,8.0,20,SO,45,11,Despejado,0
madrid,28079,2026-08-20,2026-08-18T08:59:10,31,22,60,25,31,22,7.0,15,SO,,43,Intervalos nubosos con lluvia escasa,55
madrid,28079,2026-08-21,2026-08-18T08:59:10,30,19,70,20,30,19,8.0,10,SO,,13,Intervalos nubosos,10
madrid,28079,2026-08-22,2026-08-18T08:59:10,29,19,60,25,29,19,8.0,15,SO,,13,Intervalos nubosos,20
madrid,28079,2026-08-23,2026-08-18T08:59:10,23,15,90,45,23,15,,0,C,,14,Nuboso,45
madrid,28079,2026-08-24,2026-08-18T08:59:10,26,14,70,45,26,14,,5,O,,13,Intervalos nubosos,30
barcelona,08019,2026-08-18,2026-08-18T08:59:10,33,27,80,50,33,27,7.0,0,,,,,0
barcelona,08019,2026-08-19,2026-08-18T08:59:10,34,26,85,55,39,26,7.0,15,S,,12,Poco nuboso,0
barcelona,08019,2026-08-20,2026-08-18T08:59:10,33,26,85,55,33,26,7.0,15,SE,,43,Intervalos nubosos con lluvia escasa,70
barcelona,08019,2026-08-21,2026-08-18T08:59:10,30,23,85,55,30,23,7.0,10,SE,,24,Nuboso con lluvia,100
barcelona,08019,2026-08-22,2026-08-18T08:59:10,30,23,75,45,30,23,7.0,10,SE,,44,Nuboso con lluvia escasa,70
barcelona,08019,2026-08-23,2026-08-18T08:59:10,29,24,75,45,29,24,,15,E,,25,Muy nuboso con lluvia,65
barcelona,08019,2026-08-24,2026-08-18T08:59:10,28,23,80,55,28,23,,0,C,,24,Nuboso con lluvia,65
valencia,46250,2026-08-18,2026-08-18T08:59:10,33,23,80,45,33,23,8.0,0,,,,,0
valencia,46250,2026-08-19,2026-08-18T08:59:10,43,24,95,10,43,24,8.0,20,SO,,12,Poco nuboso,0
valencia,46250,2026-08-20,2026-08-18T08:59:10,36,27,45,20,36,27,7.0,10,SO,,43,Intervalos nubosos con lluvia escasa,75
valencia,46250,2026-08-21,2026-08-18T08:59:10,30,25,80,40,30,25,7.0,15,E,,13,Intervalos nubosos,45
valencia,46250,2026-08-22,2026-08-18T08:59:10,30,23,85,60,30,23,7.0,10,E,,43,Intervalos nubosos con lluvia escasa,60
valencia,46250,2026-08-23,2026-08-18T08:59:10,28,20,80,60,28,20,,20,NE,,45,Muy nuboso con lluvia escasa,65
valencia,46250,2026-08-24,2026-08-18T08:59:10,28,19,85,55,28,19,,10,SE,,13,Intervalos nubosos,30
sevilla,41091,2026-08-18,2026-08-18T08:59:10,38,22,85,40,39,22,8.0,0,,,,,0
sevilla,41091,2026-08-19,2026-08-18T08:59:10,32,19,95,35,33,20,8.0,10,SO,,12,Poco nuboso,0
sevilla,41091,2026-08-20,2026-08-18T08:59:10,30,20,95,40,30,20,7.0,15,SO,,43,Intervalos nubosos con lluvia escasa,85
sevilla,41091,2026-08-21,2026-08-18T08:59:10,33,19,100,30,33,19,7.0,10,SO,,11,Despejado,0
sevilla,41091,2026-08-22,2026-08-18T08:59:10,33,18,75,20,33,18,7.0,10,SO,,11,Despejado,0
sevilla,41091,2026-08-23,2026-08-18T08:59:10,30,17,75,30,30,17,,10,SO,,13,Intervalos nubosos,20
sevilla,41091,2026-08-24,2026-08-18T08:59:10,31,14,70,30,31,14,,0,C,,13,Intervalos nubosos,10
bilbao,48020,2026-08-18,2026-08-18T08:59:10,29,19,90,60,29,19,7.0,0,,,,,0
bilbao,48020,2026-08-19,2026-08-18T08:59:10,29,18,90,60,29,18,7.0,10,N,,44,Nuboso con lluvia escasa,55
bilbao,48020,2026-08-20,2026-08-18T08:59:10,27,18,90,60,27,18,7.0,10,NO,,25,Muy nuboso con lluvia,100
bilbao,48020,2026-08-21,2026-08-18T08:59:10,24,18,85,60,24,18,7.0,10,NO,,25,Muy nuboso con lluvia,95
bilbao,48020,2026-08-22,2026-08-18T08:59:10,21,17,90,65,21,17,7.0,10,N,,25,Muy nuboso con lluvia,80
bilbao,48020,2026-08-23,2026-08-18T08:59:10,20,16,85,80,20,16,,10,N,,26,Cubierto con lluvia,95
bilbao,48020,2026-08-24,2026-08-18T08:59:10,23,14,85,50,23,14,,15,NO,,24,Nuboso con lluvia,80
zaragoza,50297,2026-08-18,2026-08-18T08:59:10,39,20,75,20,39,20,7.0,0,,,,,0
