datetime,datetime_utc,value,geo_id
2026-08-14T00:00:00.000+02:00,2026-08-13T22:00:00Z,184.02,3
2026-08-14T00:15:00.000+02:00,2026-08-13T22:15:00Z,183.02,3
2026-08-14T00:30:00.000+02:00,2026-08-13T22:30:00Z,181.26,3
2026-08-14T00:45:00.000+02:00,2026-08-13T22:45:00Z,179.02,3
2026-08-14T01:00:00.000+02:00,2026-08-13T23:00:00Z,182.02,3
2026-08-14T01:15:00.000+02:00,2026-08-13T23:15:00Z,180.14,3
2026-08-14T01:30:00.000+02:00,2026-08-13T23:30:00Z,178.56,3
2026-08-14T01:45:00.000+02:00,2026-08-13T23:45:00Z,176.98,3
2026-08-14T02:00:00.000+02:00,2026-08-14T00:00:00Z,183.02,3
2026-08-14T02:15:00.000+02:00,2026-08-14T00:15:00Z,182.69,3
2026-08-14T02:30:00.000+02:00,2026-08-14T00:30:00Z,182.02,3
2026-08-14T02:45:00.000+02:00,2026-08-14T00:45:00Z,182.02,3
2026-08-14T03:00:00.000+02:00,2026-08-14T01:00:00Z,175.0,3
2026-08-14T03:15:00.000+02:00,2026-08-14T01:15:00Z,175.0,3
2026-08-14T03:30:00.000+02:00,2026-08-14T01:30:00Z,175.0,3
2026-08-14T03:45:00.000+02:00,2026-08-14T01:45:00Z,175.0,3
2026-08-14T04:00:00.000+02:00,2026-08-14T02:00:00Z,173.16,3
2026-08-14T04:15:00.000+02:00,2026-08-14T02:15:00Z,170.0,3
2026-08-14T04:30:00.000+02:00,2026-08-14T02:30:00Z,170.0,3
2026-08-14T04:45:00.000+02:00,2026-08-14T02:45:00Z,170.0,3
2026-08-14T05:00:00.000+02:00,2026-08-14T03:00:00Z,165.96,3
2026-08-14T05:15:00.000+02:00,2026-08-14T03:15:00Z,170.0,3
2026-08-14T05:30:00.000+02:00,2026-08-14T03:30:00Z,175.0,3
2026-08-14T05:45:00.000+02:00,2026-08-14T03:45:00Z,175.4,3
2026-08-14T06:00:00.000+02:00,2026-08-14T04:00:00Z,168.9,3
2026-08-14T06:15:00.000+02:00,2026-08-14T04:15:00Z,175.0,3
2026-08-14T06:30:00.000+02:00,2026-08-14T04:30:00Z,175.4,3
2026-08-14T06:45:00.000+02:00,2026-08-14T04:45:00Z,177.14,3
2026-08-14T07:00:00.000+02:00,2026-08-14T05:00:00Z,180.14,3
2026-08-14T07:15:00.000+02:00,2026-08-14T05:15:00Z,182.02,3
2026-08-14T07:30:00.000+02:00,2026-08-14T05:30:00Z,182.02,3
2026-08-14T07:45:00.000+02:00,2026-08-14T05:45:00Z,180.14,3
2026-08-14T08:00:00.000+02:00,2026-08-14T06:00:00Z,184.02,3
2026-08-14T08:15:00.000+02:00,2026-08-14T06:15:00Z,168.59,3
2026-08-14T08:30:00.000+02:00,2026-08-14T06:30:00Z,145.6,3
2026-08-14T08:45:00.000+02:00,2026-08-14T06:45:00Z,127.13,3
2026-08-14T09:00:00.000+02:00,2026-08-14T07:00:00Z,163.18,3
2026-08-14T09:15:00.000+02:00,2026-08-14T07:15:00Z,153.0,3
2026-08-14T09:30:00.000+02:00,2026-08-14T07:30:00Z,135.46,3
2026-08-14T09:45:00.000+02:00,2026-08-14T07:45:00Z,100.27,3
2026-08-14T10:00:00.000+02:00,2026-08-14T08:00:00Z,119.0,3
2026-08-14T10:15:00.000+02:00,2026-08-14T08:15:00Z,100.0,3
2026-08-14T10:30:00.000+02:00,2026-08-14T08:30:00Z,95.23,3
2026-08-14T10:45:00.000+02:00,2026-08-14T08:45:00Z,81.76,3
2026-08-14T11:00:00.000+02:00,2026-08-14T09:00:00Z,78.91,3
2026-08-14T11:15:00.000+02:00,2026-08-14T09:15:00Z,41.7,3
2026-08-14T11:30:00.000+02:00,2026-08-14T09:30:00Z,38.77,3
2026-08-14T11:45:00.000+02:00,2026-08-14T09:45:00Z,38.55,3
2026-08-14T12:00:00.000+02:00,2026-08-14T10:00:00Z,50.0,3
2026-08-14T12:15:00.000+02:00,2026-08-14T10:15:00Z,44.71,3
2026-08-14T12:30:00.000+02:00,2026-08-14T10:30:00Z,38.77,3
2026-08-14T12:45:00.000+02:00,2026-08-14T10:45:00Z,35.57,3
2026-08-14T13:00:00.000+02:00,2026-08-14T11:00:00Z,37.1,3
2026-08-14T13:15:00.000+02:00,2026-08-14T11:15:00Z,36.55,3
2026-08-14T13:30:00.000+02:00,2026-08-14T11:30:00Z,30.0,3
2026-08-14T13:45:00.000+02:00,2026-08-14T11:45:00Z,30.01,3
2026-08-14T14:00:00.000+02:00,2026-08-14T12:00:00Z,44.14,3
2026-08-14T14:15:00.000+02:00,2026-08-14T12:15:00Z,50.14,3
2026-08-14T14:30:00.000+02:00,2026-08-14T12:30:00Z,50.0,3
2026-08-14T14:45:00.000+02:00,2026-08-14T12:45:00Z,58.16,3
2026-08-14T15:00:00.000+02:00,2026-08-14T13:00:00Z,59.56,3
2026-08-14T15:15:00.000+02:00,2026-08-14T13:15:00Z,64.29,3
2026-08-14T15:30:00.000+02:00,2026-08-14T13:30:00Z,80.0,3
2026-08-14T15:45:00.000+02:00,2026-08-14T13:45:00Z,84.25,3
2026-08-14T16:00:00.000+02:00,2026-08-14T14:00:00Z,84.25,3
2026-08-14T16:15:00.000+02:00,2026-08-14T14:15:00Z,88.89,3
2026-08-14T16:30:00.000+02:00,2026-08-14T14:30:00Z,92.96,3
2026-08-14T16:45:00.000+02:00,2026-08-14T14:45:00Z,95.06,3
2026-08-14T17:00:00.000+02:00,2026-08-14T15:00:00Z,100.27,3
2026-08-14T17:15:00.000+02:00,2026-08-14T15:15:00Z,102.5,3
2026-08-14T17:30:00.000+02:00,2026-08-14T15:30:00Z,114.0,3
2026-08-14T17:45:00.000+02:00,2026-08-14T15:45:00Z,123.8,3
2026-08-14T18:00:00.000+02:00,2026-08-14T16:00:00Z,112.0,3
2026-08-14T18:15:00.000+02:00,2026-08-14T16:15:00Z,130.19,3
2026-08-14T18:30:00.000+02:00,2026-08-14T16:30:00Z,130.19,3
