datetime,datetime_utc,value,geo_id
2026-09-13T00:00:00.000+02:00,2026-09-12T22:00:00Z,4119.3,8741
2026-09-13T00:15:00.000+02:00,2026-09-12T22:15:00Z,4027.8,8741
2026-09-13T00:30:00.000+02:00,2026-09-12T22:30:00Z,3953.9,8741
2026-09-13T00:45:00.000+02:00,2026-09-12T22:45:00Z,3829.0,8741
2026-09-13T01:00:00.000+02:00,2026-09-12T23:00:00Z,3878.7,8741
2026-09-13T01:15:00.000+02:00,2026-09-12T23:15:00Z,3841.1,8741
2026-09-13T01:30:00.000+02:00,2026-09-12T23:30:00Z,3820.1,8741
2026-09-13T01:45:00.000+02:00,2026-09-12T23:45:00Z,3849.1,8741
2026-09-13T02:00:00.000+02:00,2026-09-13T00:00:00Z,3668.8,8741
2026-09-13T02:15:00.000+02:00,2026-09-13T00:15:00Z,3657.5,8741
2026-09-13T02:30:00.000+02:00,2026-09-13T00:30:00Z,3668.5,8741
2026-09-13T02:45:00.000+02:00,2026-09-13T00:45:00Z,3653.4,8741
2026-09-13T03:00:00.000+02:00,2026-09-13T01:00:00Z,3590.8,8741
2026-09-13T03:15:00.000+02:00,2026-09-13T01:15:00Z,3603.7,8741
2026-09-13T03:30:00.000+02:00,2026-09-13T01:30:00Z,3637.1,8741
2026-09-13T03:45:00.000+02:00,2026-09-13T01:45:00Z,3621.9,8741
2026-09-13T04:00:00.000+02:00,2026-09-13T02:00:00Z,3596.6,8741
2026-09-13T04:15:00.000+02:00,2026-09-13T02:15:00Z,3568.8,8741
2026-09-13T04:30:00.000+02:00,2026-09-13T02:30:00Z,3546.2,8741
2026-09-13T04:45:00.000+02:00,2026-09-13T02:45:00Z,3526.0,8741
2026-09-13T05:00:00.000+02:00,2026-09-13T03:00:00Z,3489.6,8741
2026-09-13T05:15:00.000+02:00,2026-09-13T03:15:00Z,3462.3,8741
2026-09-13T05:30:00.000+02:00,2026-09-13T03:30:00Z,3426.4,8741
2026-09-13T05:45:00.000+02:00,2026-09-13T03:45:00Z,3359.9,8741
2026-09-13T06:00:00.000+02:00,2026-09-13T04:00:00Z,3434.5,8741
2026-09-13T06:15:00.000+02:00,2026-09-13T04:15:00Z,3418.9,8741
2026-09-13T06:30:00.000+02:00,2026-09-13T04:30:00Z,3437.6,8741
2026-09-13T06:45:00.000+02:00,2026-09-13T04:45:00Z,3444.5,8741
2026-09-13T07:00:00.000+02:00,2026-09-13T05:00:00Z,3538.5,8741
2026-09-13T07:15:00.000+02:00,2026-09-13T05:15:00Z,3547.8,8741
2026-09-13T07:30:00.000+02:00,2026-09-13T05:30:00Z,3542.8,8741
2026-09-13T07:45:00.000+02:00,2026-09-13T05:45:00Z,3530.9,8741
2026-09-13T08:00:00.000+02:00,2026-09-13T06:00:00Z,3668.8,8741
2026-09-13T08:15:00.000+02:00,2026-09-13T06:15:00Z,3786.1,8741
2026-09-13T08:30:00.000+02:00,2026-09-13T06:30:00Z,3807.1,8741
2026-09-13T08:45:00.000+02:00,2026-09-13T06:45:00Z,4351.9,8741
