fecha_captura,fecha_cierre,eua_cierre,cer_cierre,eua_media_5s,cer_media_5s,eua_media_30s,cer_media_30s,eua_media_12m,cer_media_12m
2026-09-12,2026-09-11,85.32,0.0,84.88,0.0,82.33,0.0,78.23,0.0
