ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-09-21,2026-09-21T21:05:09,32,18,30,25,32,18,6.0,0,,,,,0
madrid,28079,2026-09-22,2026-09-21T21:05:09,33,19,35,10,33,19,6.0,10,NE,,17,Nubes altas,0
madrid,28079,2026-09-23,2026-09-21T21:05:09,32,19,40,15,33,18,6.0,5,SE,,12,Poco nuboso,0
madrid,28079,2026-09-24,2026-09-21T21:05:09,33,18,45,15,33,18,6.0,0,C,,11,Despejado,0
madrid,28079,2026-09-25,2026-09-21T21:05:09,33,19,40,15,33,19,6.0,0,C,,11,Despejado,0
madrid,28079,2026-09-26,2026-09-21T21:05:09,33,18,45,10,33,18,,0,C,,12,Poco nuboso,0
madrid,28079,2026-09-27,2026-09-21T21:05:09,30,19,70,25,30,19,,5,SE,,13,Intervalos nubosos,15
barcelona,08019,2026-09-21,2026-09-21T21:05:09,31,19,70,65,31,19,6.0,0,,,,,0
barcelona,08019,2026-09-22,2026-09-21T21:05:09,29,21,100,45,29,20,6.0,10,SO,,12,Poco nuboso,0
barcelona,08019,2026-09-23,2026-09-21T21:05:09,29,20,80,30,29,20,5.0,10,SE,,12,Poco nuboso,0
barcelona,08019,2026-09-24,2026-09-21T21:05:09,30,18,85,45,30,18,5.0,15,S,,12,Poco nuboso,0
barcelona,08019,2026-09-25,2026-09-21T21:05:09,29,20,85,45,29,20,5.0,15,E,,12,Poco nuboso,0
barcelona,08019,2026-09-26,2026-09-21T21:05:09,28,21,85,55,28,21,,10,SE,,11,Despejado,0
barcelona,08019,2026-09-27,2026-09-21T21:05:09,29,19,85,60,29,19,,15,S,,15,Muy nuboso,30
valencia,46250,2026-09-21,2026-09-21T21:05:09,30,16,50,45,31,17,6.0,0,,,,,0
valencia,46250,2026-09-22,2026-09-21T21:05:09,30,17,75,25,30,17,6.0,10,E,,12,Poco nuboso,0
valencia,46250,2026-09-23,2026-09-21T21:05:09,29,19,90,45,29,19,5.0,10,E,,12,Poco nuboso,0
valencia,46250,2026-09-24,2026-09-21T21:05:09,29,19,95,60,29,19,5.0,10,SE,,12,Poco nuboso,0
valencia,46250,2026-09-25,2026-09-21T21:05:09,31,19,95,45,31,19,6.0,10,E,,12,Poco nuboso,0
valencia,46250,2026-09-26,2026-09-21T21:05:09,28,20,100,60,28,20,,10,E,,12,Poco nuboso,5
valencia,46250,2026-09-27,2026-09-21T21:05:09,28,19,100,60,28,19,,10,E,,14,Nuboso,20
sevilla,41091,2026-09-21,2026-09-21T21:05:09,35,21,60,25,35,21,6.0,0,,,,,0
sevilla,41091,2026-09-22,2026-09-21T21:05:09,36,19,70,20,36,19,6.0,5,NE,,11,Despejado,0
sevilla,41091,2026-09-23,2026-09-21T21:05:09,37,19,85,20,37,20,6.0,0,C,,12,Poco nuboso,0
sevilla,41091,2026-09-24,2026-09-21T21:05:09,37,20,60,20,37,20,6.0,0,C,,11,Despejado,0
sevilla,41091,2026-09-25,2026-09-21T21:05:09,38,19,75,20,38,19,6.0,0,C,,11,Despejado,0
sevilla,41091,2026-09-26,2026-09-21T21:05:09,39,20,55,15,39,20,,0,C,,12,Poco nuboso,0
sevilla,41091,2026-09-27,2026-09-21T21:05:09,35,22,80,20,35,22,,0,C,,17,Nubes altas,5
bilbao,48020,2026-09-21,2026-09-21T21:05:09,28,12,90,65,28,12,5.0,0,,,,,0
bilbao,48020,2026-09-22,2026-09-21T21:05:09,27,13,90,40,27,13,5.0,5,N,,12,Poco nuboso,0
bilbao,48020,2026-09-23,2026-09-21T21:05:09,27,12,90,35,27,12,5.0,10,NO,,12,Poco nuboso,0
bilbao,48020,2026-09-24,2026-09-21T21:05:09,32,11,85,30,32,11,5.0,0,C,,12,Poco nuboso,0
bilbao,48020,2026-09-25,2026-09-21T21:05:09,28,14,90,60,28,14,5.0,10,N,,12,Poco nuboso,0
bilbao,48020,2026-09-26,2026-09-21T21:05:09,27,13,100,50,27,13,,0,C,,13,Intervalos nubosos,10
bilbao,48020,2026-09-27,2026-09-21T21:05:09,27,13,100,45,27,13,,10,N,,43,Intervalos nubosos con lluvia escasa,65
zaragoza,50297,2026-09-21,2026-09-21T21:05:09,34,17,50,20,34,17,6.0,0,,,,,0
zaragoza,50297,2026-09-22,2026-09-21T21:05:09,33,18,60,20,33,18,6.0,10,NO,,12,Poco nuboso,0
zaragoza,50297,2026-09-23,2026-09-21T21:05:09,33,17,100,30,33,17,5.0,0,C,,12,Poco nuboso,0
zaragoza,50297,2026-09-24,2026-09-21T21:05:09,34,18,75,20,34,18,5.0,0,C,,12,Poco nuboso,0
zaragoza,50297,2026-09-25,2026-09-21T21:05:09,37,18,65,15,37,18,5.0,10,O,,12,Poco nuboso,0
zaragoza,50297,2026-09-26,2026-09-21T21:05:09,32,16,85,35,32,16,,0,C,,12,Poco nuboso,0
zaragoza,50297,2026-09-27,2026-09-21T21:05:09,33,19,85,40,33,19,,15,SE,,13,Intervalos nubosos,40
a_coruna,15030,2026-09-21,2026-09-21T21:05:09,26,15,80,55,26,15,5.0,0,,,,,0
a_coruna,15030,2026-09-22,2026-09-21T21:05:09,23,15,90,50,23,15,5.0,10,NO,,11,Despejado,0
a_coruna,15030,2026-09-23,2026-09-21T21:05:09,25,15,90,40,25,15,5.0,5,NO,,12,Poco nuboso,0
a_coruna,15030,2026-09-24,2026-09-21T21:05:09,22,14,95,60,22,14,5.0,10,NO,,14,Nuboso,0
a_coruna,15030,2026-09-25,2026-09-21T21:05:09,21,14,100,70,21,14,5.0,10,NO,,14,Nuboso,25
a_coruna,15030,2026-09-26,2026-09-21T21:05:09,23,14,100,55,23,14,,10,N,,13,Intervalos nubosos,25
a_coruna,15030,2026-09-27,2026-09-21T21:05:09,21,15,95,65,21,15,,0,C,,26,Cubierto con lluvia,85
mataro,08121,2026-09-21,2026-09-21T21:05:09,31,18,80,70,30,18,6.0,0,,,,,0
mataro,08121,2026-09-22,2026-09-21T21:05:09,29,20,95,50,29,20,6.0,15,S,,12,Poco nuboso,0
mataro,08121,2026-09-23,2026-09-21T21:05:09,29,19,80,25,29,19,5.0,10,SE,,12,Poco nuboso,0
mataro,08121,2026-09-24,2026-09-21T21:05:09,29,18,80,40,29,18,5.0,15,S,,12,Poco nuboso,0
