ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-08-27,2026-08-27T20:59:09,24,15,65,60,23,15,7.0,0,,,,,0
madrid,28079,2026-08-28,2026-08-27T20:59:09,25,13,80,25,25,12,6.0,10,O,,11,Despejado,0
madrid,28079,2026-08-29,2026-08-27T20:59:09,30,16,65,20,29,14,7.0,5,SO,,11,Despejado,0
madrid,28079,2026-08-30,2026-08-27T20:59:09,31,16,60,20,31,16,8.0,10,SO,,11,Despejado,0
madrid,28079,2026-08-31,2026-08-27T20:59:09,32,18,50,20,32,18,7.0,5,SO,,12,Poco nuboso,0
madrid,28079,2026-09-01,2026-08-27T20:59:09,30,20,45,15,30,20,,10,SO,,17,Nubes altas,0
madrid,28079,2026-09-02,2026-08-27T20:59:09,32,18,75,20,32,18,,5,NE,,11,Despejado,0
barcelona,08019,2026-08-27,2026-08-28T06:37:12,33,27,70,55,33,27,,0,,,,,0
barcelona,08019,2026-08-28,2026-08-28T06:37:12,33,26,70,15,33,26,7.0,10,O,,13,Intervalos nubosos,25
barcelona,08019,2026-08-29,2026-08-28T06:37:12,31,23,70,30,31,23,7.0,15,S,,11,Despejado,0
barcelona,08019,2026-08-30,2026-08-28T06:37:12,31,22,80,40,31,22,7.0,15,S,,11,Despejado,0
barcelona,08019,2026-08-31,2026-08-28T06:37:12,31,24,85,50,31,24,7.0,10,SE,,13,Intervalos nubosos,20
barcelona,08019,2026-09-01,2026-08-28T06:37:12,31,23,80,50,31,23,7.0,10,S,,13,Intervalos nubosos,20
barcelona,08019,2026-09-02,2026-08-28T06:37:12,31,25,85,45,31,25,,15,SE,,13,Intervalos nubosos,35
valencia,46250,2026-08-27,2026-08-27T20:59:09,35,22,65,25,35,23,7.0,0,,,,,0
valencia,46250,2026-08-28,2026-08-27T20:59:09,33,23,60,25,32,23,7.0,0,C,,13,Intervalos nubosos,10
valencia,46250,2026-08-29,2026-08-27T20:59:09,30,21,80,30,30,20,7.0,10,E,,12,Poco nuboso,0
valencia,46250,2026-08-30,2026-08-27T20:59:09,30,20,85,50,30,20,7.0,10,E,,11,Despejado,0
valencia,46250,2026-08-31,2026-08-27T20:59:09,30,21,85,60,30,21,7.0,15,E,,12,Poco nuboso,0
valencia,46250,2026-09-01,2026-08-27T20:59:09,30,23,85,60,30,23,,10,E,,14,Nuboso,35
valencia,46250,2026-09-02,2026-08-27T20:59:09,29,24,80,50,29,24,,15,NE,,14,Nuboso,30
sevilla,41091,2026-08-27,2026-08-27T20:59:09,29,18,65,50,29,18,7.0,0,,,,,0
sevilla,41091,2026-08-28,2026-08-27T20:59:09,31,15,75,15,31,16,6.0,5,NE,,11,Despejado,0
sevilla,41091,2026-08-29,2026-08-27T20:59:09,35,18,85,15,35,18,7.0,5,NE,,11,Despejado,0
sevilla,41091,2026-08-30,2026-08-27T20:59:09,36,18,70,15,36,18,8.0,0,C,,11,Despejado,0
sevilla,41091,2026-08-31,2026-08-27T20:59:09,38,21,70,20,38,21,7.0,0,C,,11,Despejado,0
sevilla,41091,2026-09-01,2026-08-27T20:59:09,36,19,65,15,36,19,,5,SO,,17,Nubes altas,0
sevilla,41091,2026-09-02,2026-08-27T20:59:09,36,19,60,20,36,19,,0,C,,11,Despejado,0
bilbao,48020,2026-08-27,2026-08-27T20:59:09,30,17,75,40,30,17,6.0,0,,,,,0
bilbao,48020,2026-08-28,2026-08-27T20:59:09,29,15,75,35,29,15,6.0,10,SO,,13,Intervalos nubosos,20
bilbao,48020,2026-08-29,2026-08-27T20:59:09,30,14,85,35,30,14,7.0,5,O,,11,Despejado,0
bilbao,48020,2026-08-30,2026-08-27T20:59:09,27,16,90,60,27,16,7.0,15,NO,,43,Intervalos nubosos con lluvia escasa,80
bilbao,48020,2026-08-31,2026-08-27T20:59:09,25,14,85,60,25,14,6.0,15,N,,45,Muy nuboso con lluvia escasa,90
bilbao,48020,2026-09-01,2026-08-27T20:59:09,24,17,85,70,24,17,,10,NE,,45,Muy nuboso con lluvia escasa,80
bilbao,48020,2026-09-02,2026-08-27T20:59:09,26,15,95,55,26,15,,10,N,,13,Intervalos nubosos,30
zaragoza,50297,2026-08-27,2026-08-27T20:59:09,35,21,40,25,36,22,7.0,0,,,,,0
zaragoza,50297,2026-08-28,2026-08-27T20:59:09,30,19,55,20,30,18,6.0,15,O,,11,Despejado,0
zaragoza,50297,2026-08-29,2026-08-27T20:59:09,33,18,60,20,34,18,7.0,0,C,,11,Despejado,0
zaragoza,50297,2026-08-30,2026-08-27T20:59:09,36,19,65,15,36,19,7.0,0,C,,11,Despejado,0
zaragoza,50297,2026-08-31,2026-08-27T20:59:09,34,19,65,25,34,19,7.0,0,C,,11,Despejado,0
zaragoza,50297,2026-09-01,2026-08-27T20:59:09,33,21,70,45,33,21,,0,C,,14,Nuboso,20
zaragoza,50297,2026-09-02,2026-08-27T20:59:09,32,19,80,25,32,19,,10,NO,,12,Poco nuboso,0
a_coruna,15030,2026-08-27,2026-08-27T20:59:09,20,15,85,70,20,15,5.0,0,,,,,0
a_coruna,15030,2026-08-28,2026-08-27T20:59:09,23,16,95,60,23,16,6.0,25,O,40,25,Muy nuboso con lluvia,100
a_coruna,15030,2026-08-29,2026-08-27T20:59:09,25,18,90,70,25,18,7.0,15,S,,26,Cubierto con lluvia,100
a_coruna,15030,2026-08-30,2026-08-27T20:59:09,24,18,85,60,24,18,6.0,15,O,,43,Intervalos nubosos con lluvia escasa,95
a_coruna,15030,2026-08-31,2026-08-27T20:59:09,23,17,95,70,23,17,6.0,10,NO,,44,Nuboso con lluvia escasa,70
a_coruna,15030,2026-09-01,2026-08-27T20:59:09,23,17,100,65,23,17,,10,NO,,15,Muy nuboso,25
a_coruna,15030,2026-09-02,2026-08-27T20:59:09,26,17,90,60,26,17,,10,N,,12,Poco nuboso,5
mataro,08121,2026-08-27,2026-08-28T06:37:12,32,25,70,65,32,25,,0,,,,,0
mataro,08121,2026-08-28,2026-08-28T06:37:12,33,23,70,20,32,23,6.0,10,O,,13,Intervalos nubosos,35
mataro,08121,2026-08-29,2026-08-28T06:37:12,30,21,80,30,30,21,7.0,15,S,,11,Despejado,0
mataro,08121,2026-08-30,2026-08-28T06:37:12,31,19,80,45,31,19,7.0,20,S,,12,Poco nuboso,0
mataro,08121,2026-08-31,2026-08-28T06:37:12,30,22,80,55,30,22,7.0,15,S,,13,Intervalos nubosos,10
mataro,08121,2026-09-01,2026-08-28T06:37:12,30,22,80,50,30,22,6.0,10,S,,13,Intervalos nubosos,20
mataro,08121,2026-09-02,2026-08-28T06:37:12,31,23,80,55,31,23,,20,E,40,43,Intervalos nubosos con lluvia escasa,55
