fecha_captura,fecha_cierre,eua_cierre,cer_cierre,eua_media_5s,cer_media_5s,eua_media_30s,cer_media_30s,eua_media_12m,cer_media_12m
2026-09-16,2026-09-16,84.2,0.0,85.5,0.0,82.86,0.0,78.33,0.0
