ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-09-07,2026-09-07T20:45:12,36,21,25,20,36,22,7.0,0,,,,,0
madrid,28079,2026-09-08,2026-09-07T20:45:12,35,23,40,10,34,22,7.0,20,SO,40,12,Poco nuboso,0
madrid,28079,2026-09-09,2026-09-07T20:45:12,27,17,65,20,26,16,6.0,20,NE,,44,Nuboso con lluvia escasa,100
madrid,28079,2026-09-10,2026-09-07T20:45:12,27,12,60,15,27,12,7.0,0,C,,12,Poco nuboso,0
madrid,28079,2026-09-11,2026-09-07T20:45:12,30,15,55,15,30,15,7.0,0,C,,11,Despejado,0
madrid,28079,2026-09-12,2026-09-07T20:45:12,30,17,65,15,30,17,,0,C,,11,Despejado,0
madrid,28079,2026-09-13,2026-09-07T20:45:12,33,18,55,20,33,18,,0,C,,11,Despejado,0
barcelona,08019,2026-09-07,2026-09-07T20:49:10,32,26,80,55,32,25,6.0,0,,,,,0
barcelona,08019,2026-09-08,2026-09-07T20:49:10,33,23,80,45,36,24,6.0,15,S,,43,Intervalos nubosos con lluvia escasa,55
barcelona,08019,2026-09-09,2026-09-07T20:49:10,29,20,90,60,30,21,6.0,10,S,,25,Muy nuboso con lluvia,100
barcelona,08019,2026-09-10,2026-09-07T20:49:10,28,19,85,40,28,19,5.0,15,S,,13,Intervalos nubosos,20
barcelona,08019,2026-09-11,2026-09-07T20:49:10,29,19,80,50,29,19,6.0,10,SE,,12,Poco nuboso,0
barcelona,08019,2026-09-12,2026-09-07T20:49:10,28,22,85,55,28,22,,10,SE,,43,Intervalos nubosos con lluvia escasa,55
barcelona,08019,2026-09-13,2026-09-07T20:49:10,29,21,85,55,29,21,,10,SE,,13,Intervalos nubosos,20
valencia,46250,2026-09-07,2026-09-07T20:45:12,34,22,60,25,34,21,6.0,0,,,,,0
valencia,46250,2026-09-08,2026-09-07T20:45:12,35,21,80,30,38,21,6.0,10,E,,12,Poco nuboso,0
valencia,46250,2026-09-09,2026-09-07T20:45:12,31,21,90,35,31,18,6.0,25,NO,45,23,Intervalos nubosos con lluvia,100
valencia,46250,2026-09-10,2026-09-07T20:45:12,28,17,80,40,28,17,6.0,10,SE,,43,Intervalos nubosos con lluvia escasa,50
valencia,46250,2026-09-11,2026-09-07T20:45:12,29,18,85,45,29,18,6.0,10,SE,,12,Poco nuboso,0
valencia,46250,2026-09-12,2026-09-07T20:45:12,28,19,80,60,28,19,,15,E,,13,Intervalos nubosos,15
valencia,46250,2026-09-13,2026-09-07T20:45:12,29,19,85,55,29,19,,10,SE,,11,Despejado,0
sevilla,41091,2026-09-07,2026-09-07T20:45:12,40,24,60,20,40,22,7.0,0,,,,,0
sevilla,41091,2026-09-08,2026-09-07T20:45:12,39,22,75,10,40,22,7.0,10,SO,,12,Poco nuboso,0
sevilla,41091,2026-09-09,2026-09-07T20:45:12,34,21,70,25,35,22,6.0,10,O,,13,Intervalos nubosos,30
sevilla,41091,2026-09-10,2026-09-07T20:45:12,34,18,85,30,34,18,7.0,5,SO,,13,Intervalos nubosos,10
sevilla,41091,2026-09-11,2026-09-07T20:45:12,36,19,85,20,36,19,7.0,0,C,,11,Despejado,0
sevilla,41091,2026-09-12,2026-09-07T20:45:12,38,20,70,20,38,20,,0,C,,11,Despejado,0
sevilla,41091,2026-09-13,2026-09-07T20:45:12,39,20,60,15,39,20,,0,C,,11,Despejado,0
bilbao,48020,2026-09-07,2026-09-07T20:45:12,29,18,95,65,29,18,6.0,0,,,,,0
bilbao,48020,2026-09-08,2026-09-07T20:45:12,28,16,100,60,28,16,6.0,10,NO,,23,Intervalos nubosos con lluvia,100
bilbao,48020,2026-09-09,2026-09-07T20:45:12,21,15,95,55,21,15,5.0,10,N,,25,Muy nuboso con lluvia,100
bilbao,48020,2026-09-10,2026-09-07T20:45:12,23,13,95,55,23,13,6.0,0,C,,14,Nuboso,5
bilbao,48020,2026-09-11,2026-09-07T20:45:12,23,13,95,60,23,13,6.0,5,NO,,45,Muy nuboso con lluvia escasa,55
bilbao,48020,2026-09-12,2026-09-07T20:45:12,26,13,90,60,26,13,,5,N,,14,Nuboso,45
bilbao,48020,2026-09-13,2026-09-07T20:45:12,26,13,100,55,26,13,,5,N,,14,Nuboso,15
zaragoza,50297,2026-09-07,2026-09-07T20:45:12,40,22,55,15,39,22,6.0,0,,,,,0
zaragoza,50297,2026-09-08,2026-09-07T20:45:12,39,21,75,20,38,21,6.0,0,C,,13,Intervalos nubosos,15
zaragoza,50297,2026-09-09,2026-09-07T20:45:12,28,16,75,25,27,16,5.0,35,NO,65,43,Intervalos nubosos con lluvia escasa,55
zaragoza,50297,2026-09-10,2026-09-07T20:45:12,28,14,75,20,28,14,6.0,15,O,,12,Poco nuboso,0
zaragoza,50297,2026-09-11,2026-09-07T20:45:12,30,15,70,20,30,15,6.0,15,NO,,11,Despejado,0
zaragoza,50297,2026-09-12,2026-09-07T20:45:12,31,16,75,30,31,16,,0,C,,12,Poco nuboso,0
zaragoza,50297,2026-09-13,2026-09-07T20:45:12,33,16,90,25,33,16,,10,O,,12,Poco nuboso,0
a_coruna,15030,2026-09-07,2026-09-07T20:49:10,24,18,95,75,24,18,6.0,0,,,,,0
a_coruna,15030,2026-09-08,2026-09-07T20:49:10,23,17,95,70,23,17,6.0,10,S,,26,Cubierto con lluvia,100
a_coruna,15030,2026-09-09,2026-09-07T20:49:10,23,16,75,50,23,16,6.0,15,NE,,14,Nuboso,5
a_coruna,15030,2026-09-10,2026-09-07T20:49:10,23,14,90,55,23,14,6.0,10,NO,,13,Intervalos nubosos,20
a_coruna,15030,2026-09-11,2026-09-07T20:49:10,25,19,85,65,25,19,6.0,20,N,,13,Intervalos nubosos,45
a_coruna,15030,2026-09-12,2026-09-07T20:49:10,27,17,90,60,27,17,,15,NE,,12,Poco nuboso,0
a_coruna,15030,2026-09-13,2026-09-07T20:49:10,25,15,90,65,25,15,,10,N,,12,Poco nuboso,5
mataro,08121,2026-09-07,2026-09-07T20:49:10,31,24,80,65,31,24,6.0,0,,,,,0
mataro,08121,2026-09-08,2026-09-07T20:49:10,32,22,90,55,36,23,6.0,20,SO,,43,Intervalos nubosos con lluvia escasa,70
mataro,08121,2026-09-09,2026-09-07T20:49:10,29,19,90,65,29,18,6.0,0,C,,25,Muy nuboso con lluvia,100
mataro,08121,2026-09-10,2026-09-07T20:49:10,27,18,90,45,27,18,5.0,15,S,,13,Intervalos nubosos,45
mataro,08121,2026-09-11,2026-09-07T20:49:10,27,18,90,60,27,18,6.0,15,SE,,13,Intervalos nubosos,10
mataro,08121,2026-09-12,2026-09-07T20:49:10,27,20,90,55,27,20,,10,S,,43,Intervalos nubosos con lluvia escasa,65
mataro,08121,2026-09-13,2026-09-07T20:49:10,28,19,90,55,28,19,,10,SE,,13,Intervalos nubosos,25
