ciudad,municipio,fecha_prevista,elaborado,tmax,tmin,hr_max,hr_min,sens_max,sens_min,uv_max,viento_velocidad,viento_direccion,racha_max,estado_cielo,estado_cielo_desc,prob_precipitacion
madrid,28079,2026-08-30,2026-08-30T21:03:09,32,17,45,25,32,17,7.0,0,,,,,0
madrid,28079,2026-08-31,2026-08-30T21:03:09,33,18,60,20,33,19,7.0,5,S,,11,Despejado,0
madrid,28079,2026-09-01,2026-08-30T21:03:09,34,19,90,15,34,20,7.0,10,S,,12,Poco nuboso,0
madrid,28079,2026-09-02,2026-08-30T21:03:09,36,19,50,15,36,19,7.0,0,C,,11,Despejado,0
madrid,28079,2026-09-03,2026-08-30T21:03:09,38,22,50,15,38,22,7.0,0,C,,11,Despejado,0
madrid,28079,2026-09-04,2026-08-30T21:03:09,39,23,35,15,39,23,,0,C,,13,Intervalos nubosos,10
madrid,28079,2026-09-05,2026-08-30T21:03:09,37,25,40,20,37,25,,5,NE,,13,Intervalos nubosos,30
barcelona,08019,2026-08-30,2026-08-30T21:03:09,31,23,65,50,31,23,7.0,0,,,,,0
barcelona,08019,2026-08-31,2026-08-30T21:03:09,31,24,80,50,31,24,7.0,15,S,,13,Intervalos nubosos,45
barcelona,08019,2026-09-01,2026-08-30T21:03:09,31,24,85,45,31,24,6.0,15,SE,,12,Poco nuboso,0
barcelona,08019,2026-09-02,2026-08-30T21:03:09,31,23,75,45,31,23,6.0,10,SE,,11,Despejado,0
barcelona,08019,2026-09-03,2026-08-30T21:03:09,32,24,70,40,32,24,7.0,15,S,,11,Despejado,0
barcelona,08019,2026-09-04,2026-08-30T21:03:09,33,25,80,50,33,25,,10,S,,11,Despejado,0
barcelona,08019,2026-09-05,2026-08-30T21:03:09,34,24,80,45,34,24,,15,S,,11,Despejado,5
valencia,46250,2026-08-30,2026-08-30T21:03:09,29,20,70,60,29,19,7.0,0,,,,,0
valencia,46250,2026-08-31,2026-08-30T21:03:09,29,21,90,65,32,21,7.0,20,NE,,11,Despejado,0
valencia,46250,2026-09-01,2026-08-30T21:03:09,30,22,90,55,29,22,7.0,10,SE,,44,Nuboso con lluvia escasa,65
