fecha_captura,fecha_cierre,eua_cierre,cer_cierre,eua_media_5s,cer_media_5s,eua_media_30s,cer_media_30s,eua_media_12m,cer_media_12m
2026-09-24,2026-09-24,86.19,0.0,86.07,0.0,83.73,0.0,78.55,0.0
