captura,fuente,motivo
2026-08-17-2151,aemet_prediccion_diaria,ausente
2026-08-17-2151,aemet_prediccion_horaria,ausente
2026-08-17-2151,aemet_prediccion_periodos,ausente
2026-08-17-2151,esios_capacidad_instalada,ausente
2026-08-17-2151,mibgas_curva,ausente
2026-08-17-2151,sendeco2_eua,ausente
2026-08-17-2349,esios_capacidad_instalada,ausente
2026-08-17-2349,mibgas_curva,ausente
2026-08-17-2349,sendeco2_eua,ausente
2026-08-18-0141,aemet_prediccion_diaria,ausente
2026-08-18-0141,aemet_prediccion_horaria,ausente
2026-08-18-0141,aemet_prediccion_periodos,ausente
2026-08-18-0141,esios_capacidad_instalada,ausente
2026-08-18-0141,mibgas_curva,ausente
2026-08-18-0141,sendeco2_eua,ausente
2026-08-18-0250,esios_capacidad_instalada,ausente
2026-08-18-0250,mibgas_curva,ausente
2026-08-18-0250,sendeco2_eua,ausente
2026-08-18-0507,aemet_prediccion_diaria,ausente
2026-08-18-0507,aemet_prediccion_horaria,ausente
2026-08-18-0507,aemet_prediccion_periodos,ausente
2026-08-18-0507,esios_capacidad_instalada,ausente
2026-08-18-0507,mibgas_curva,ausente
2026-08-18-0507,sendeco2_eua,ausente
2026-08-18-0550,esios_capacidad_instalada,ausente
2026-08-18-0550,mibgas_curva,ausente
2026-08-18-0550,sendeco2_eua,ausente
2026-08-18-0706,aemet_prediccion_diaria,ausente
2026-08-18-0706,aemet_prediccion_horaria,ausente
2026-08-18-0706,aemet_prediccion_periodos,ausente
2026-08-18-0706,esios_capacidad_instalada,ausente
2026-08-18-0706,mibgas_curva,ausente
2026-08-18-0706,sendeco2_eua,ausente
2026-08-18-0850,esios_capacidad_instalada,ausente
2026-08-18-0850,mibgas_curva,ausente
2026-08-18-0850,sendeco2_eua,ausente
2026-08-18-0956,aemet_prediccion_diaria,ausente
2026-08-18-0956,aemet_prediccion_horaria,ausente
2026-08-18-0956,aemet_prediccion_periodos,ausente
2026-08-18-0956,esios_capacidad_instalada,ausente
2026-08-18-0956,mibgas_curva,ausente
2026-08-18-0956,sendeco2_eua,ausente
2026-08-18-1150,esios_capacidad_instalada,ausente
2026-08-18-1150,mibgas_curva,ausente
2026-08-18-1150,sendeco2_eua,ausente
2026-08-18-1201,aemet_prediccion_diaria,ausente
2026-08-18-1201,aemet_prediccion_horaria,ausente
2026-08-18-1201,aemet_prediccion_periodos,ausente
2026-08-18-1201,esios_capacidad_instalada,ausente
2026-08-18-1201,mibgas_curva,ausente
2026-08-18-1201,sendeco2_eua,ausente
2026-08-18-1351,aemet_prediccion_diaria,ausente
2026-08-18-1351,aemet_prediccion_horaria,ausente
2026-08-18-1351,aemet_prediccion_periodos,ausente
2026-08-18-1351,esios_capacidad_instalada,ausente
2026-08-18-1351,mibgas_curva,ausente
2026-08-18-1351,sendeco2_eua,ausente
2026-08-18-1450,esios_capacidad_instalada,ausente
2026-08-18-1450,mibgas_curva,ausente
2026-08-18-1450,sendeco2_eua,ausente
2026-08-18-1618,aemet_prediccion_diaria,ausente
2026-08-18-1618,aemet_prediccion_horaria,ausente
2026-08-18-1618,aemet_prediccion_periodos,ausente
2026-08-18-1618,esios_capacidad_instalada,ausente
2026-08-18-1618,mibgas_curva,ausente
2026-08-18-1618,sendeco2_eua,ausente
2026-08-18-1750,esios_capacidad_instalada,ausente
2026-08-18-1750,mibgas_curva,ausente
2026-08-18-1750,sendeco2_eua,ausente
2026-08-18-1800,aemet_prediccion_diaria,ausente
2026-08-18-1800,aemet_prediccion_horaria,ausente
2026-08-18-1800,aemet_prediccion_periodos,ausente
2026-08-18-1800,esios_capacidad_instalada,ausente
2026-08-18-1800,mibgas_curva,ausente
2026-08-18-1800,sendeco2_eua,ausente
2026-08-18-1956,aemet_prediccion_diaria,ausente
2026-08-18-1956,aemet_prediccion_horaria,ausente
2026-08-18-1956,aemet_prediccion_periodos,ausente
2026-08-18-1956,esios_capacidad_instalada,ausente
2026-08-18-1956,mibgas_curva,ausente
2026-08-18-1956,sendeco2_eua,ausente
2026-08-18-2051,esios_capacidad_instalada,ausente
2026-08-18-2051,mibgas_curva,ausente
2026-08-18-2051,sendeco2_eua,ausente
2026-08-18-2146,aemet_prediccion_diaria,ausente
2026-08-18-2146,aemet_prediccion_horaria,ausente
2026-08-18-2146,aemet_prediccion_periodos,ausente
2026-08-18-2146,esios_capacidad_instalada,ausente
2026-08-18-2146,mibgas_curva,ausente
2026-08-18-2146,sendeco2_eua,ausente
2026-08-18-2342,esios_capacidad_instalada,ausente
2026-08-18-2342,mibgas_curva,ausente
2026-08-18-2342,sendeco2_eua,ausente
2026-08-18-2350,aemet_prediccion_diaria,ausente
2026-08-18-2350,aemet_prediccion_horaria,ausente
2026-08-18-2350,aemet_prediccion_periodos,ausente
2026-08-18-2350,esios_capacidad_instalada,ausente
2026-08-18-2350,mibgas_curva,ausente
2026-08-18-2350,sendeco2_eua,ausente
2026-08-19-0052,aemet_prediccion_diaria,ausente
2026-08-19-0052,aemet_prediccion_horaria,ausente
2026-08-19-0052,aemet_prediccion_periodos,ausente
2026-08-19-0052,esios_capacidad_instalada,ausente
2026-08-19-0052,mibgas_curva,ausente
2026-08-19-0052,sendeco2_eua,ausente
2026-08-19-0250,esios_capacidad_instalada,ausente
2026-08-19-0250,mibgas_curva,ausente
2026-08-19-0250,sendeco2_eua,ausente
2026-08-19-0511,aemet_prediccion_diaria,ausente
2026-08-19-0511,aemet_prediccion_horaria,ausente
2026-08-19-0511,aemet_prediccion_periodos,ausente
2026-08-19-0511,esios_capacidad_instalada,ausente
2026-08-19-0511,mibgas_curva,ausente
2026-08-19-0511,sendeco2_eua,ausente
2026-08-19-0550,esios_capacidad_instalada,ausente
2026-08-19-0550,mibgas_curva,ausente
2026-08-19-0550,sendeco2_eua,ausente
2026-08-19-0707,aemet_prediccion_diaria,ausente
2026-08-19-0707,aemet_prediccion_horaria,ausente
2026-08-19-0707,aemet_prediccion_periodos,ausente
2026-08-19-0707,esios_capacidad_instalada,ausente
2026-08-19-0707,mibgas_curva,ausente
2026-08-19-0707,sendeco2_eua,ausente
2026-08-19-0850,esios_capacidad_instalada,ausente
2026-08-19-0850,mibgas_curva,ausente
2026-08-19-0850,sendeco2_eua,ausente
2026-08-19-0957,aemet_prediccion_diaria,ausente
2026-08-19-0957,aemet_prediccion_horaria,ausente
2026-08-19-0957,aemet_prediccion_periodos,ausente
2026-08-19-0957,esios_capacidad_instalada,ausente
2026-08-19-0957,mibgas_curva,ausente
2026-08-19-0957,sendeco2_eua,ausente
2026-08-19-1150,esios_capacidad_instalada,ausente
2026-08-19-1150,mibgas_curva,ausente
2026-08-19-1150,sendeco2_eua,ausente
2026-08-19-1202,aemet_prediccion_diaria,ausente
2026-08-19-1202,aemet_prediccion_horaria,ausente
2026-08-19-1202,aemet_prediccion_periodos,ausente
2026-08-19-1202,esios_capacidad_instalada,ausente
2026-08-19-1202,mibgas_curva,ausente
2026-08-19-1202,sendeco2_eua,ausente
2026-08-19-1349,aemet_prediccion_diaria,ausente
2026-08-19-1349,aemet_prediccion_horaria,ausente
2026-08-19-1349,aemet_prediccion_periodos,ausente
2026-08-19-1349,esios_capacidad_instalada,ausente
2026-08-19-1349,mibgas_curva,ausente
2026-08-19-1349,sendeco2_eua,ausente
2026-08-19-1450,esios_capacidad_instalada,ausente
2026-08-19-1450,mibgas_curva,ausente
2026-08-19-1450,sendeco2_eua,ausente
2026-08-19-1619,aemet_prediccion_diaria,ausente
2026-08-19-1619,aemet_prediccion_horaria,ausente
2026-08-19-1619,aemet_prediccion_periodos,ausente
2026-08-19-1619,esios_capacidad_instalada,ausente
2026-08-19-1619,mibgas_curva,ausente
2026-08-19-1619,sendeco2_eua,ausente
2026-08-19-1750,esios_capacidad_instalada,ausente
2026-08-19-1750,mibgas_curva,ausente
2026-08-19-1750,sendeco2_eua,ausente
2026-08-19-1801,aemet_prediccion_diaria,ausente
2026-08-19-1801,aemet_prediccion_horaria,ausente
2026-08-19-1801,aemet_prediccion_periodos,ausente
2026-08-19-1801,esios_capacidad_instalada,ausente
2026-08-19-1801,mibgas_curva,ausente
2026-08-19-1801,sendeco2_eua,ausente
2026-08-19-1949,aemet_prediccion_diaria,ausente
2026-08-19-1949,aemet_prediccion_horaria,ausente
2026-08-19-1949,aemet_prediccion_periodos,ausente
2026-08-19-1949,esios_capacidad_instalada,ausente
2026-08-19-1949,mibgas_curva,ausente
2026-08-19-1949,sendeco2_eua,ausente
2026-08-19-2050,esios_capacidad_instalada,ausente
2026-08-19-2050,mibgas_curva,ausente
2026-08-19-2050,sendeco2_eua,ausente
2026-08-19-2147,aemet_prediccion_diaria,ausente
2026-08-19-2147,aemet_prediccion_horaria,ausente
2026-08-19-2147,aemet_prediccion_periodos,ausente
2026-08-19-2147,esios_capacidad_instalada,ausente
2026-08-19-2147,mibgas_curva,ausente
2026-08-19-2147,sendeco2_eua,ausente
2026-08-19-2350,esios_capacidad_instalada,ausente
2026-08-19-2350,mibgas_curva,ausente
2026-08-19-2350,sendeco2_eua,ausente
2026-08-20-0142,aemet_prediccion_diaria,ausente
2026-08-20-0142,aemet_prediccion_horaria,ausente
2026-08-20-0142,aemet_prediccion_periodos,ausente
2026-08-20-0142,esios_capacidad_instalada,ausente
2026-08-20-0142,mibgas_curva,ausente
2026-08-20-0142,sendeco2_eua,ausente
2026-08-20-0250,esios_capacidad_instalada,ausente
2026-08-20-0250,mibgas_curva,ausente
2026-08-20-0250,sendeco2_eua,ausente
2026-08-20-0509,aemet_prediccion_diaria,ausente
2026-08-20-0509,aemet_prediccion_horaria,ausente
2026-08-20-0509,aemet_prediccion_periodos,ausente
2026-08-20-0509,esios_capacidad_instalada,ausente
2026-08-20-0509,mibgas_curva,ausente
2026-08-20-0509,sendeco2_eua,ausente
2026-08-20-0550,esios_capacidad_instalada,ausente
2026-08-20-0550,mibgas_curva,ausente
2026-08-20-0550,sendeco2_eua,ausente
2026-08-20-0716,aemet_prediccion_diaria,ausente
2026-08-20-0716,aemet_prediccion_horaria,ausente
2026-08-20-0716,aemet_prediccion_periodos,ausente
2026-08-20-0716,esios_capacidad_instalada,ausente
2026-08-20-0716,mibgas_curva,ausente
2026-08-20-0716,sendeco2_eua,ausente
2026-08-20-0850,esios_capacidad_instalada,ausente
2026-08-20-0850,mibgas_curva,ausente
2026-08-20-0850,sendeco2_eua,ausente
2026-08-20-1000,aemet_prediccion_diaria,ausente
2026-08-20-1000,aemet_prediccion_horaria,ausente
2026-08-20-1000,aemet_prediccion_periodos,ausente
2026-08-20-1000,esios_capacidad_instalada,ausente
2026-08-20-1000,mibgas_curva,ausente
2026-08-20-1000,sendeco2_eua,ausente
2026-08-20-1150,esios_capacidad_instalada,ausente
2026-08-20-1150,mibgas_curva,ausente
2026-08-20-1150,sendeco2_eua,ausente
2026-08-20-1204,aemet_prediccion_diaria,ausente
2026-08-20-1204,aemet_prediccion_horaria,ausente
2026-08-20-1204,aemet_prediccion_periodos,ausente
2026-08-20-1204,esios_capacidad_instalada,ausente
2026-08-20-1204,mibgas_curva,ausente
2026-08-20-1204,sendeco2_eua,ausente
2026-08-20-1355,aemet_prediccion_diaria,ausente
2026-08-20-1355,aemet_prediccion_horaria,ausente
2026-08-20-1355,aemet_prediccion_periodos,ausente
2026-08-20-1355,esios_capacidad_instalada,ausente
2026-08-20-1355,mibgas_curva,ausente
2026-08-20-1355,sendeco2_eua,ausente
2026-08-20-1450,esios_capacidad_instalada,ausente
2026-08-20-1450,mibgas_curva,ausente
2026-08-20-1450,sendeco2_eua,ausente
2026-08-20-1622,aemet_prediccion_diaria,ausente
2026-08-20-1622,aemet_prediccion_horaria,ausente
2026-08-20-1622,aemet_prediccion_periodos,ausente
2026-08-20-1622,esios_capacidad_instalada,ausente
2026-08-20-1622,mibgas_curva,ausente
2026-08-20-1622,sendeco2_eua,ausente
2026-08-20-1750,esios_capacidad_instalada,ausente
2026-08-20-1750,mibgas_curva,ausente
2026-08-20-1750,sendeco2_eua,ausente
2026-08-20-1802,aemet_prediccion_diaria,ausente
2026-08-20-1802,aemet_prediccion_horaria,ausente
2026-08-20-1802,aemet_prediccion_periodos,ausente
2026-08-20-1802,esios_capacidad_instalada,ausente
2026-08-20-1802,mibgas_curva,ausente
2026-08-20-1802,sendeco2_eua,ausente
2026-08-20-1959,aemet_prediccion_diaria,ausente
2026-08-20-1959,aemet_prediccion_horaria,ausente
2026-08-20-1959,aemet_prediccion_periodos,ausente
2026-08-20-1959,esios_capacidad_instalada,ausente
2026-08-20-1959,mibgas_curva,ausente
2026-08-20-1959,sendeco2_eua,ausente
2026-08-20-2050,esios_capacidad_instalada,ausente
2026-08-20-2050,mibgas_curva,ausente
2026-08-20-2050,sendeco2_eua,ausente
2026-08-20-2158,aemet_prediccion_diaria,ausente
2026-08-20-2158,aemet_prediccion_horaria,ausente
2026-08-20-2158,aemet_prediccion_periodos,ausente
2026-08-20-2158,entsoe_A44_precio_es,ausente
2026-08-20-2158,esios_capacidad_instalada,ausente
2026-08-20-2158,mibgas_curva,ausente
2026-08-20-2158,sendeco2_eua,ausente
2026-08-20-2350,esios_capacidad_instalada,ausente
2026-08-20-2350,mibgas_curva,ausente
2026-08-20-2350,sendeco2_eua,ausente
2026-08-21-0149,aemet_prediccion_diaria,ausente
2026-08-21-0149,aemet_prediccion_horaria,ausente
2026-08-21-0149,aemet_prediccion_periodos,ausente
2026-08-21-0149,esios_capacidad_instalada,ausente
2026-08-21-0149,mibgas_curva,ausente
2026-08-21-0149,sendeco2_eua,ausente
2026-08-21-0250,esios_capacidad_instalada,ausente
2026-08-21-0250,mibgas_curva,ausente
2026-08-21-0250,sendeco2_eua,ausente
2026-08-21-0537,esios_capacidad_instalada,ausente
2026-08-21-0537,mibgas_curva,ausente
2026-08-21-0537,sendeco2_eua,ausente
2026-08-21-0550,aemet_prediccion_diaria,ausente
2026-08-21-0550,aemet_prediccion_horaria,ausente
2026-08-21-0550,aemet_prediccion_periodos,ausente
2026-08-21-0550,esios_capacidad_instalada,ausente
2026-08-21-0550,mibgas_curva,ausente
2026-08-21-0550,sendeco2_eua,ausente
2026-08-21-0718,aemet_prediccion_diaria,ausente
2026-08-21-0718,aemet_prediccion_horaria,ausente
2026-08-21-0718,aemet_prediccion_periodos,ausente
2026-08-21-0718,esios_capacidad_instalada,ausente
2026-08-21-0718,mibgas_curva,ausente
2026-08-21-0718,sendeco2_eua,ausente
2026-08-21-0850,esios_capacidad_instalada,ausente
2026-08-21-0850,mibgas_curva,ausente
2026-08-21-0850,sendeco2_eua,ausente
2026-08-21-1001,aemet_prediccion_diaria,ausente
2026-08-21-1001,aemet_prediccion_horaria,ausente
2026-08-21-1001,aemet_prediccion_periodos,ausente
2026-08-21-1001,esios_capacidad_instalada,ausente
2026-08-21-1001,mibgas_curva,ausente
2026-08-21-1001,sendeco2_eua,ausente
2026-08-21-1150,esios_capacidad_instalada,ausente
2026-08-21-1150,mibgas_curva,ausente
2026-08-21-1150,sendeco2_eua,ausente
2026-08-21-1204,aemet_prediccion_diaria,ausente
2026-08-21-1204,aemet_prediccion_horaria,ausente
2026-08-21-1204,aemet_prediccion_periodos,ausente
2026-08-21-1204,esios_capacidad_instalada,ausente
2026-08-21-1204,mibgas_curva,ausente
2026-08-21-1204,sendeco2_eua,ausente
2026-08-21-1354,aemet_prediccion_diaria,ausente
2026-08-21-1354,aemet_prediccion_horaria,ausente
2026-08-21-1354,aemet_prediccion_periodos,ausente
2026-08-21-1354,esios_capacidad_instalada,ausente
2026-08-21-1354,mibgas_curva,ausente
2026-08-21-1354,sendeco2_eua,ausente
2026-08-21-1450,esios_capacidad_instalada,ausente
2026-08-21-1450,mibgas_curva,ausente
2026-08-21-1450,sendeco2_eua,ausente
2026-08-21-1620,aemet_prediccion_diaria,ausente
2026-08-21-1620,aemet_prediccion_horaria,ausente
2026-08-21-1620,aemet_prediccion_periodos,ausente
2026-08-21-1620,esios_capacidad_instalada,ausente
2026-08-21-1620,mibgas_curva,ausente
2026-08-21-1620,sendeco2_eua,ausente
2026-08-21-1750,esios_capacidad_instalada,ausente
2026-08-21-1750,mibgas_curva,ausente
2026-08-21-1750,sendeco2_eua,ausente
2026-08-21-1802,aemet_prediccion_diaria,ausente
2026-08-21-1802,aemet_prediccion_horaria,ausente
2026-08-21-1802,aemet_prediccion_periodos,ausente
2026-08-21-1802,esios_capacidad_instalada,ausente
2026-08-21-1802,mibgas_curva,ausente
2026-08-21-1802,sendeco2_eua,ausente
2026-08-21-1959,aemet_prediccion_diaria,ausente
2026-08-21-1959,aemet_prediccion_horaria,ausente
2026-08-21-1959,aemet_prediccion_periodos,ausente
2026-08-21-1959,esios_capacidad_instalada,ausente
2026-08-21-1959,mibgas_curva,ausente
2026-08-21-1959,sendeco2_eua,ausente
2026-08-21-2050,esios_capacidad_instalada,ausente
2026-08-21-2050,mibgas_curva,ausente
2026-08-21-2050,sendeco2_eua,ausente
2026-08-21-2143,aemet_prediccion_diaria,ausente
2026-08-21-2143,aemet_prediccion_horaria,ausente
2026-08-21-2143,aemet_prediccion_periodos,ausente
2026-08-21-2143,esios_capacidad_instalada,ausente
2026-08-21-2143,mibgas_curva,ausente
2026-08-21-2143,sendeco2_eua,ausente
2026-08-21-2250,aemet_prediccion_diaria,ausente
2026-08-21-2250,aemet_prediccion_horaria,ausente
2026-08-21-2250,aemet_prediccion_periodos,ausente
2026-08-21-2250,esios_capacidad_instalada,ausente
2026-08-21-2250,mibgas_curva,ausente
2026-08-21-2250,sendeco2_eua,ausente
2026-08-21-2350,esios_capacidad_instalada,ausente
2026-08-21-2350,mibgas_curva,ausente
2026-08-21-2350,sendeco2_eua,ausente
2026-08-22-0051,aemet_prediccion_diaria,ausente
2026-08-22-0051,aemet_prediccion_horaria,ausente
2026-08-22-0051,aemet_prediccion_periodos,ausente
2026-08-22-0051,esios_capacidad_instalada,ausente
2026-08-22-0051,mibgas_curva,ausente
2026-08-22-0051,sendeco2_eua,ausente
2026-08-22-0250,esios_capacidad_instalada,ausente
2026-08-22-0250,mibgas_curva,ausente
2026-08-22-0250,sendeco2_eua,ausente
2026-08-22-0443,aemet_prediccion_diaria,ausente
2026-08-22-0443,aemet_prediccion_horaria,ausente
2026-08-22-0443,aemet_prediccion_periodos,ausente
2026-08-22-0443,esios_capacidad_instalada,ausente
2026-08-22-0443,mibgas_curva,ausente
2026-08-22-0443,sendeco2_eua,ausente
2026-08-22-0550,esios_capacidad_instalada,ausente
2026-08-22-0550,mibgas_curva,ausente
2026-08-22-0550,sendeco2_eua,ausente
2026-08-22-0617,aemet_prediccion_diaria,ausente
2026-08-22-0617,aemet_prediccion_horaria,ausente
2026-08-22-0617,aemet_prediccion_periodos,ausente
2026-08-22-0617,esios_capacidad_instalada,ausente
2026-08-22-0617,mibgas_curva,ausente
2026-08-22-0617,sendeco2_eua,ausente
2026-08-22-0756,aemet_prediccion_diaria,ausente
2026-08-22-0756,aemet_prediccion_horaria,ausente
2026-08-22-0756,aemet_prediccion_periodos,ausente
2026-08-22-0756,esios_capacidad_instalada,ausente
2026-08-22-0756,mibgas_curva,ausente
2026-08-22-0756,sendeco2_eua,ausente
2026-08-22-0850,esios_capacidad_instalada,ausente
2026-08-22-0850,mibgas_curva,ausente
2026-08-22-0850,sendeco2_eua,ausente
2026-08-22-0956,aemet_prediccion_diaria,ausente
2026-08-22-0956,aemet_prediccion_horaria,ausente
2026-08-22-0956,aemet_prediccion_periodos,ausente
2026-08-22-0956,esios_capacidad_instalada,ausente
2026-08-22-0956,mibgas_curva,ausente
2026-08-22-0956,sendeco2_eua,ausente
2026-08-22-1150,esios_capacidad_instalada,ausente
2026-08-22-1150,mibgas_curva,ausente
2026-08-22-1150,sendeco2_eua,ausente
2026-08-22-1340,aemet_prediccion_diaria,ausente
2026-08-22-1340,aemet_prediccion_horaria,ausente
2026-08-22-1340,aemet_prediccion_periodos,ausente
2026-08-22-1340,esios_capacidad_instalada,ausente
2026-08-22-1340,mibgas_curva,ausente
2026-08-22-1340,sendeco2_eua,ausente
2026-08-22-1450,esios_capacidad_instalada,ausente
2026-08-22-1450,mibgas_curva,ausente
2026-08-22-1450,sendeco2_eua,ausente
2026-08-22-1521,aemet_prediccion_diaria,ausente
2026-08-22-1521,aemet_prediccion_horaria,ausente
2026-08-22-1521,aemet_prediccion_periodos,ausente
2026-08-22-1521,esios_capacidad_instalada,ausente
2026-08-22-1521,mibgas_curva,ausente
2026-08-22-1521,sendeco2_eua,ausente
2026-08-22-1643,aemet_prediccion_diaria,ausente
2026-08-22-1643,aemet_prediccion_horaria,ausente
2026-08-22-1643,aemet_prediccion_periodos,ausente
2026-08-22-1643,esios_capacidad_instalada,ausente
2026-08-22-1643,mibgas_curva,ausente
2026-08-22-1643,sendeco2_eua,ausente
2026-08-22-1741,esios_capacidad_instalada,ausente
2026-08-22-1741,mibgas_curva,ausente
2026-08-22-1741,sendeco2_eua,ausente
2026-08-22-1750,aemet_prediccion_diaria,ausente
2026-08-22-1750,aemet_prediccion_horaria,ausente
2026-08-22-1750,aemet_prediccion_periodos,ausente
2026-08-22-1750,esios_capacidad_instalada,ausente
2026-08-22-1750,mibgas_curva,ausente
2026-08-22-1750,sendeco2_eua,ausente
2026-08-22-1801,aemet_prediccion_diaria,ausente
2026-08-22-1801,aemet_prediccion_horaria,ausente
2026-08-22-1801,aemet_prediccion_periodos,ausente
2026-08-22-1801,esios_capacidad_instalada,ausente
2026-08-22-1801,mibgas_curva,ausente
2026-08-22-1801,sendeco2_eua,ausente
2026-08-22-1941,aemet_prediccion_diaria,ausente
2026-08-22-1941,aemet_prediccion_horaria,ausente
2026-08-22-1941,aemet_prediccion_periodos,ausente
2026-08-22-1941,esios_capacidad_instalada,ausente
2026-08-22-1941,mibgas_curva,ausente
2026-08-22-1941,sendeco2_eua,ausente
2026-08-22-2001,aemet_prediccion_diaria,ausente
2026-08-22-2001,aemet_prediccion_horaria,ausente
2026-08-22-2001,aemet_prediccion_periodos,ausente
2026-08-22-2001,esios_capacidad_instalada,ausente
2026-08-22-2001,mibgas_curva,ausente
2026-08-22-2001,sendeco2_eua,ausente
2026-08-22-2050,esios_capacidad_instalada,ausente
2026-08-22-2050,mibgas_curva,ausente
2026-08-22-2050,sendeco2_eua,ausente
2026-08-22-2141,aemet_prediccion_diaria,ausente
2026-08-22-2141,aemet_prediccion_horaria,ausente
2026-08-22-2141,aemet_prediccion_periodos,ausente
2026-08-22-2141,esios_capacidad_instalada,ausente
2026-08-22-2141,mibgas_curva,ausente
2026-08-22-2141,sendeco2_eua,ausente
2026-08-22-2201,aemet_prediccion_diaria,ausente
2026-08-22-2201,aemet_prediccion_horaria,ausente
2026-08-22-2201,aemet_prediccion_periodos,ausente
2026-08-22-2201,esios_capacidad_instalada,ausente
2026-08-22-2201,mibgas_curva,ausente
2026-08-22-2201,sendeco2_eua,ausente
2026-08-22-2341,esios_capacidad_instalada,ausente
2026-08-22-2341,mibgas_curva,ausente
2026-08-22-2341,sendeco2_eua,ausente
2026-08-22-2350,aemet_prediccion_diaria,ausente
2026-08-22-2350,aemet_prediccion_horaria,ausente
2026-08-22-2350,aemet_prediccion_periodos,ausente
2026-08-22-2350,esios_capacidad_instalada,ausente
2026-08-22-2350,mibgas_curva,ausente
2026-08-22-2350,sendeco2_eua,ausente
2026-08-23-0001,aemet_prediccion_diaria,ausente
2026-08-23-0001,aemet_prediccion_horaria,ausente
2026-08-23-0001,aemet_prediccion_periodos,ausente
2026-08-23-0001,esios_capacidad_instalada,ausente
2026-08-23-0001,mibgas_curva,ausente
2026-08-23-0001,sendeco2_eua,ausente
2026-08-23-0139,aemet_prediccion_diaria,ausente
2026-08-23-0139,aemet_prediccion_horaria,ausente
2026-08-23-0139,aemet_prediccion_periodos,ausente
2026-08-23-0139,esios_capacidad_instalada,ausente
2026-08-23-0139,mibgas_curva,ausente
2026-08-23-0139,sendeco2_eua,ausente
2026-08-23-0201,aemet_prediccion_diaria,ausente
2026-08-23-0201,aemet_prediccion_horaria,ausente
2026-08-23-0201,aemet_prediccion_periodos,ausente
2026-08-23-0201,esios_capacidad_instalada,ausente
2026-08-23-0201,mibgas_curva,ausente
2026-08-23-0201,sendeco2_eua,ausente
2026-08-23-0250,esios_capacidad_instalada,ausente
2026-08-23-0250,mibgas_curva,ausente
2026-08-23-0250,sendeco2_eua,ausente
2026-08-23-0537,esios_capacidad_instalada,ausente
2026-08-23-0537,mibgas_curva,ausente
2026-08-23-0537,sendeco2_eua,ausente
2026-08-23-0550,aemet_prediccion_diaria,ausente
2026-08-23-0550,aemet_prediccion_horaria,ausente
2026-08-23-0550,aemet_prediccion_periodos,ausente
2026-08-23-0550,esios_capacidad_instalada,ausente
2026-08-23-0550,mibgas_curva,ausente
2026-08-23-0550,sendeco2_eua,ausente
2026-08-23-0706,aemet_prediccion_diaria,ausente
2026-08-23-0706,aemet_prediccion_horaria,ausente
2026-08-23-0706,aemet_prediccion_periodos,ausente
2026-08-23-0706,esios_capacidad_instalada,ausente
2026-08-23-0706,mibgas_curva,ausente
2026-08-23-0706,sendeco2_eua,ausente
2026-08-23-0850,esios_capacidad_instalada,ausente
2026-08-23-0850,mibgas_curva,ausente
2026-08-23-0850,sendeco2_eua,ausente
2026-08-23-0922,aemet_prediccion_diaria,ausente
2026-08-23-0922,aemet_prediccion_horaria,ausente
2026-08-23-0922,aemet_prediccion_periodos,ausente
2026-08-23-0922,esios_capacidad_instalada,ausente
2026-08-23-0922,mibgas_curva,ausente
2026-08-23-0922,sendeco2_eua,ausente
2026-08-23-1101,aemet_prediccion_diaria,ausente
2026-08-23-1101,aemet_prediccion_horaria,ausente
2026-08-23-1101,aemet_prediccion_periodos,ausente
2026-08-23-1101,esios_capacidad_instalada,ausente
2026-08-23-1101,mibgas_curva,ausente
2026-08-23-1101,sendeco2_eua,ausente
2026-08-23-1150,esios_capacidad_instalada,ausente
2026-08-23-1150,mibgas_curva,ausente
2026-08-23-1150,sendeco2_eua,ausente
2026-08-23-1248,aemet_prediccion_diaria,ausente
2026-08-23-1248,aemet_prediccion_horaria,ausente
2026-08-23-1248,aemet_prediccion_periodos,ausente
2026-08-23-1248,esios_capacidad_instalada,ausente
2026-08-23-1248,mibgas_curva,ausente
2026-08-23-1248,sendeco2_eua,ausente
2026-08-23-1450,esios_capacidad_instalada,ausente
2026-08-23-1450,mibgas_curva,ausente
2026-08-23-1450,sendeco2_eua,ausente
2026-08-23-1522,aemet_prediccion_diaria,ausente
2026-08-23-1522,aemet_prediccion_horaria,ausente
2026-08-23-1522,aemet_prediccion_periodos,ausente
2026-08-23-1522,esios_capacidad_instalada,ausente
2026-08-23-1522,mibgas_curva,ausente
2026-08-23-1522,sendeco2_eua,ausente
2026-08-23-1645,aemet_prediccion_diaria,ausente
2026-08-23-1645,aemet_prediccion_horaria,ausente
2026-08-23-1645,aemet_prediccion_periodos,ausente
2026-08-23-1645,esios_capacidad_instalada,ausente
2026-08-23-1645,mibgas_curva,ausente
2026-08-23-1645,sendeco2_eua,ausente
2026-08-23-1750,esios_capacidad_instalada,ausente
2026-08-23-1750,mibgas_curva,ausente
2026-08-23-1750,sendeco2_eua,ausente
2026-08-23-1853,aemet_prediccion_diaria,ausente
2026-08-23-1853,aemet_prediccion_horaria,ausente
2026-08-23-1853,aemet_prediccion_periodos,ausente
2026-08-23-1853,esios_capacidad_instalada,ausente
2026-08-23-1853,mibgas_curva,ausente
2026-08-23-1853,sendeco2_eua,ausente
2026-08-23-2001,aemet_prediccion_diaria,ausente
2026-08-23-2001,aemet_prediccion_horaria,ausente
2026-08-23-2001,aemet_prediccion_periodos,ausente
2026-08-23-2001,esios_capacidad_instalada,ausente
2026-08-23-2001,mibgas_curva,ausente
