fecha,hora,ejecucion_madrid,ejecucion_utc,version,modo,disparo,ok,vacio,fallo,omitida,parcial,kb_total,ruta,run_id
2026-08-11,1132,2026-08-11T11:32:48+02:00,2026-08-11T09:32:48+00:00,v3,,,13,0,1,,,349.6,archivo/2026/08/2026-08-11/1132,
2026-08-11,1143,2026-08-11T11:43:07+02:00,2026-08-11T09:43:07+00:00,v3,,,12,0,1,,,347.8,archivo/2026/08/2026-08-11/1143,
2026-08-11,1312,2026-08-11T13:12:37+02:00,2026-08-11T11:12:37+00:00,v3,,,13,0,0,,,356.0,archivo/2026/08/2026-08-11/1312,
2026-08-11,1403,2026-08-11T14:03:12+02:00,2026-08-11T12:03:12+00:00,v3,,,13,0,0,,,356.5,archivo/2026/08/2026-08-11/1403,
2026-08-11,1810,2026-08-11T18:10:43+02:00,2026-08-11T16:10:43+00:00,v3,,,13,0,0,,,399.9,archivo/2026/08/2026-08-11/1810,
2026-08-11,2053,2026-08-11T20:53:22+02:00,2026-08-11T18:53:22+00:00,v3.1,,,12,0,0,1,,513.9,archivo/2026/08/2026-08-11/2053,
2026-08-11,2125,2026-08-11T21:25:16+02:00,2026-08-11T19:25:16+00:00,v3.1,,,13,0,0,0,,516.2,archivo/2026/08/2026-08-11/2125,
2026-08-11,2232,2026-08-11T22:32:55+02:00,2026-08-11T20:32:55+00:00,v3.3,completo,,12,0,0,1,0,1923.7,archivo/2026/08/2026-08-11/2232,
2026-08-12,0012,2026-08-12T00:12:50+02:00,2026-08-11T22:12:50+00:00,v3.3,completo,,13,0,0,0,0,1638.8,archivo/2026/08/2026-08-12/0012,
2026-08-12,0715,2026-08-12T07:15:57+02:00,2026-08-12T05:15:57+00:00,v3.3,ligero,,12,0,0,1,0,301.6,archivo/2026/08/2026-08-12/0715,
2026-08-12,0900,2026-08-12T09:00:34+02:00,2026-08-12T07:00:34+00:00,v3.3,ligero,,13,0,1,0,0,304.0,archivo/2026/08/2026-08-12/0900,
2026-08-12,0953,2026-08-12T09:53:26+02:00,2026-08-12T07:53:26+00:00,v3.3,ligero,,13,0,0,0,0,304.8,archivo/2026/08/2026-08-12/0953,
2026-08-12,1007,2026-08-12T10:07:57+02:00,2026-08-12T08:07:57+00:00,v3.3,ligero,,12,0,0,1,0,302.7,archivo/2026/08/2026-08-12/1007,
2026-08-12,1050,2026-08-12T10:50:47+02:00,2026-08-12T08:50:47+00:00,v3.3,ligero,,12,0,0,1,0,302.7,archivo/2026/08/2026-08-12/1050,
2026-08-12,1145,2026-08-12T11:45:04+02:00,2026-08-12T09:45:04+00:00,v3.3,ligero,,12,0,0,1,0,303.4,archivo/2026/08/2026-08-12/1145,
2026-08-12,1150,2026-08-12T11:50:52+02:00,2026-08-12T09:50:52+00:00,v3.3,ligero,,12,0,0,1,0,303.5,archivo/2026/08/2026-08-12/1150,
2026-08-12,1250,2026-08-12T12:50:55+02:00,2026-08-12T10:50:55+00:00,v3.3,ligero,,13,0,0,0,0,306.0,archivo/2026/08/2026-08-12/1250,
2026-08-12,1350,2026-08-12T13:50:48+02:00,2026-08-12T11:50:48+00:00,v3.3,ligero,,12,0,0,1,0,310.8,archivo/2026/08/2026-08-12/1350,
2026-08-12,1406,2026-08-12T14:06:06+02:00,2026-08-12T12:06:06+00:00,v3.3,ligero,,12,0,0,1,0,310.8,archivo/2026/08/2026-08-12/1406,
2026-08-12,1450,2026-08-12T14:50:48+02:00,2026-08-12T12:50:48+00:00,v3.3,ligero,,12,0,0,1,0,311.2,archivo/2026/08/2026-08-12/1450,
2026-08-12,1550,2026-08-12T15:50:56+02:00,2026-08-12T13:50:56+00:00,v3.3,ligero,,13,0,0,0,0,314.2,archivo/2026/08/2026-08-12/1550,
2026-08-12,1650,2026-08-12T16:50:53+02:00,2026-08-12T14:50:53+00:00,v3.3,ligero,,12,0,0,1,0,315.4,archivo/2026/08/2026-08-12/1650,
2026-08-12,1750,2026-08-12T17:50:50+02:00,2026-08-12T15:50:50+00:00,v3.3,ligero,,12,0,0,1,0,324.3,archivo/2026/08/2026-08-12/1750,
2026-08-12,1808,2026-08-12T18:08:13+02:00,2026-08-12T16:08:13+00:00,v3.3,ligero,,13,0,0,0,0,327.5,archivo/2026/08/2026-08-12/1808,
2026-08-12,1850,2026-08-12T18:50:45+02:00,2026-08-12T16:50:45+00:00,v3.3,ligero,,13,0,0,0,0,327.8,archivo/2026/08/2026-08-12/1850,
2026-08-12,1950,2026-08-12T19:50:58+02:00,2026-08-12T17:50:58+00:00,v3.3,ligero,,12,0,0,1,0,325.8,archivo/2026/08/2026-08-12/1950,
2026-08-12,2050,2026-08-12T20:50:47+02:00,2026-08-12T18:50:47+00:00,v3.3,ligero,,12,0,0,1,0,326.8,archivo/2026/08/2026-08-12/2050,
2026-08-12,2150,2026-08-12T21:50:47+02:00,2026-08-12T19:50:47+00:00,v3.3,ligero,,13,0,0,0,0,330.5,archivo/2026/08/2026-08-12/2150,
2026-08-12,2203,2026-08-12T22:03:54+02:00,2026-08-12T20:03:54+00:00,v3.3,ligero,,12,0,0,1,0,328.4,archivo/2026/08/2026-08-12/2203,
2026-08-12,2250,2026-08-12T22:50:49+02:00,2026-08-12T20:50:49+00:00,v3.3,ligero,,12,0,0,1,0,328.7,archivo/2026/08/2026-08-12/2250,
2026-08-12,2350,2026-08-12T23:50:52+02:00,2026-08-12T21:50:52+00:00,v3.3,ligero,,12,0,0,1,0,331.0,archivo/2026/08/2026-08-12/2350,
2026-08-13,0050,2026-08-13T00:50:51+02:00,2026-08-12T22:50:51+00:00,v3.3,completo,,13,0,0,0,0,1658.3,archivo/2026/08/2026-08-13/0050,
2026-08-13,0112,2026-08-13T01:12:45+02:00,2026-08-12T23:12:45+00:00,v3.3,completo,,12,0,0,1,0,1656.9,archivo/2026/08/2026-08-13/0112,
2026-08-13,0150,2026-08-13T01:50:47+02:00,2026-08-12T23:50:47+00:00,v3.3,ligero,,12,0,0,1,0,295.9,archivo/2026/08/2026-08-13/0150,
2026-08-13,0250,2026-08-13T02:50:45+02:00,2026-08-13T00:50:45+00:00,v3.3,ligero,,12,0,0,1,0,297.8,archivo/2026/08/2026-08-13/0250,
2026-08-13,0350,2026-08-13T03:50:48+02:00,2026-08-13T01:50:48+00:00,v3.3,ligero,,13,0,0,0,0,300.0,archivo/2026/08/2026-08-13/0350,
2026-08-13,0450,2026-08-13T04:50:48+02:00,2026-08-13T02:50:48+00:00,v3.3,ligero,,12,0,0,1,0,297.8,archivo/2026/08/2026-08-13/0450,
2026-08-13,0550,2026-08-13T05:50:51+02:00,2026-08-13T03:50:51+00:00,v3.3,ligero,,12,0,0,1,0,298.6,archivo/2026/08/2026-08-13/0550,
2026-08-13,0650,2026-08-13T06:50:48+02:00,2026-08-13T04:50:48+00:00,v3.3,ligero,,12,0,1,0,0,299.1,archivo/2026/08/2026-08-13/0650,
2026-08-13,0724,2026-08-13T07:24:13+02:00,2026-08-13T05:24:13+00:00,v3.3,ligero,,12,0,0,1,0,299.2,archivo/2026/08/2026-08-13/0724,
2026-08-13,0750,2026-08-13T07:50:48+02:00,2026-08-13T05:50:48+00:00,v3.3,ligero,,12,0,0,1,0,301.8,archivo/2026/08/2026-08-13/0750,
2026-08-13,0850,2026-08-13T08:50:57+02:00,2026-08-13T06:50:57+00:00,v3.3,ligero,,12,0,0,1,0,302.1,archivo/2026/08/2026-08-13/0850,
2026-08-13,0950,2026-08-13T09:50:46+02:00,2026-08-13T07:50:46+00:00,v3.3,ligero,,13,0,0,0,0,304.8,archivo/2026/08/2026-08-13/0950,
2026-08-13,1032,2026-08-13T10:32:25+02:00,2026-08-13T08:32:25+00:00,v3.4,ligero,push,12,0,0,1,0,302.9,archivo/2026/08/2026-08-13/1032,31682478579
2026-08-13,1035,2026-08-13T10:35:08+02:00,2026-08-13T08:35:08+00:00,v3.3,ligero,,12,0,0,1,0,302.9,archivo/2026/08/2026-08-13/1035,
2026-08-13,1038,2026-08-13T10:38:09+02:00,2026-08-13T08:38:09+00:00,v3.5,ligero,push,12,0,0,1,0,303.0,archivo/2026/08/2026-08-13/1038,31682899116
2026-08-13,1122,2026-08-13T11:22:23+02:00,2026-08-13T09:22:23+00:00,v3.6,ligero,push,14,0,0,1,0,269.0,archivo/2026/08/2026-08-13/1122,31686243408
2026-08-13,1143,2026-08-13T11:43:54+02:00,2026-08-13T09:43:54+00:00,v3.7,ligero,push,14,0,0,1,0,314.3,archivo/2026/08/2026-08-13/1143,31687891931
2026-08-13,1150,2026-08-13T11:50:51+02:00,2026-08-13T09:50:51+00:00,v3.7,ligero,workflow_dispatch,14,0,0,1,0,314.3,archivo/2026/08/2026-08-13/1150,31688410605
2026-08-13,1407,2026-08-13T14:07:09+02:00,2026-08-13T12:07:09+00:00,v3.7,ligero,schedule,15,0,0,0,0,323.5,archivo/2026/08/2026-08-13/1407,31698534713
2026-08-13,1451,2026-08-13T14:51:01+02:00,2026-08-13T12:51:01+00:00,v3.7,ligero,workflow_dispatch,14,0,0,1,0,327.6,archivo/2026/08/2026-08-13/1451,31701964544
2026-08-13,1745,2026-08-13T17:45:40+02:00,2026-08-13T15:45:40+00:00,v3.7,ligero,schedule,15,0,0,0,0,341.9,archivo/2026/08/2026-08-13/1745,31717108187
2026-08-13,1750,2026-08-13T17:50:55+02:00,2026-08-13T15:50:55+00:00,v3.7,ligero,workflow_dispatch,14,0,0,1,0,339.8,archivo/2026/08/2026-08-13/1750,31717569691
2026-08-13,2007,2026-08-13T20:07:53+02:00,2026-08-13T18:07:53+00:00,v3.8,ligero,push,14,0,0,1,0,341.9,archivo/2026/08/2026-08-13/2007,31729172265
2026-08-13,2013,2026-08-13T20:13:04+02:00,2026-08-13T18:13:04+00:00,v3.9,ligero,push,15,0,0,1,0,371.2,archivo/2026/08/2026-08-13/2013,31729593862
2026-08-13,2050,2026-08-13T20:50:47+02:00,2026-08-13T18:50:47+00:00,v3.9,ligero,workflow_dispatch,18,0,0,0,0,387.6,archivo/2026/08/2026-08-13/2050,31732820011
2026-08-13,2158,2026-08-13T21:58:25+02:00,2026-08-13T19:58:25+00:00,v3.9,ligero,schedule,15,0,0,1,0,373.7,archivo/2026/08/2026-08-13/2158,31738492031
2026-08-13,2350,2026-08-13T23:50:49+02:00,2026-08-13T21:50:49+00:00,v3.9,ligero,workflow_dispatch,18,0,0,0,0,392.2,archivo/2026/08/2026-08-13/2350,31747412893
2026-08-14,0112,2026-08-14T01:12:12+02:00,2026-08-13T23:12:12+00:00,v3.9,completo,schedule,15,0,0,1,0,1181.2,archivo/2026/08/2026-08-14/0112,31752930537
2026-08-14,0250,2026-08-14T02:50:49+02:00,2026-08-14T00:50:49+00:00,v3.9,ligero,workflow_dispatch,18,0,0,0,0,346.8,archivo/2026/08/2026-08-14/0250,31758701497
2026-08-14,0550,2026-08-14T05:50:48+02:00,2026-08-14T03:50:48+00:00,v3.9,ligero,workflow_dispatch,18,0,0,0,0,348.4,archivo/2026/08/2026-08-14/0550,31768010293
2026-08-14,0721,2026-08-14T07:21:30+02:00,2026-08-14T05:21:30+00:00,v3.9,ligero,schedule,15,0,0,1,0,333.2,archivo/2026/08/2026-08-14/0721,31772722302
2026-08-14,0850,2026-08-14T08:50:46+02:00,2026-08-14T06:50:46+00:00,v3.9,ligero,workflow_dispatch,18,0,0,0,0,349.7,archivo/2026/08/2026-08-14/0850,31777706187
2026-08-14,1138,2026-08-14T11:38:22+02:00,2026-08-14T09:38:22+00:00,v3.9,ligero,schedule,18,0,0,0,0,351.8,archivo/2026/08/2026-08-14/1138,31788896625
2026-08-14,1150,2026-08-14T11:50:46+02:00,2026-08-14T09:50:46+00:00,v3.9,ligero,workflow_dispatch,15,0,0,1,0,335.9,archivo/2026/08/2026-08-14/1150,31789752460
2026-08-14,1401,2026-08-14T14:01:21+02:00,2026-08-14T12:01:21+00:00,v3.9,ligero,schedule,15,0,0,1,0,343.7,archivo/2026/08/2026-08-14/1401,31798553460
2026-08-14,1450,2026-08-14T14:50:51+02:00,2026-08-14T12:50:51+00:00,v3.9,ligero,workflow_dispatch,15,0,1,0,0,353.4,archivo/2026/08/2026-08-14/1450,31802046946
2026-08-14,1737,2026-08-14T17:37:02+02:00,2026-08-14T15:37:02+00:00,v3.9,ligero,schedule,18,0,0,0,0,384.3,archivo/2026/08/2026-08-14/1737,31815349536
2026-08-14,1750,2026-08-14T17:50:51+02:00,2026-08-14T15:50:51+00:00,v3.9,ligero,workflow_dispatch,15,0,0,1,0,368.5,archivo/2026/08/2026-08-14/1750,31816461568
2026-08-14,2011,2026-08-14T20:11:08+02:00,2026-08-14T18:11:08+00:00,v3.10,ligero,push,18,0,0,0,0,386.9,archivo/2026/08/2026-08-14/2011,31827440678
2026-08-14,2035,2026-08-14T20:35:44+02:00,2026-08-14T18:35:44+00:00,v3.10,ligero,schedule,15,0,0,1,0,371.5,archivo/2026/08/2026-08-14/2035,31829360732
2026-08-14,2050,2026-08-14T20:50:50+02:00,2026-08-14T18:50:50+00:00,v3.10,ligero,workflow_dispatch,15,0,0,1,0,371.4,archivo/2026/08/2026-08-14/2050,31830540082
2026-08-14,2216,2026-08-14T22:16:52+02:00,2026-08-14T20:16:52+00:00,v3.10,ligero,schedule,15,0,0,1,0,373.4,archivo/2026/08/2026-08-14/2216,31837153883
2026-08-14,2346,2026-08-14T23:46:34+02:00,2026-08-14T21:46:34+00:00,v3.10,ligero,schedule,18,0,0,0,0,392.1,archivo/2026/08/2026-08-14/2346,31843858722
2026-08-15,0143,2026-08-15T01:43:02+02:00,2026-08-14T23:43:02+00:00,v3.10,completo,schedule,15,0,0,1,0,1167.6,archivo/2026/08/2026-08-15/0143,31851273767
2026-08-15,0250,2026-08-15T02:50:46+02:00,2026-08-15T00:50:46+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,343.2,archivo/2026/08/2026-08-15/0250,31854816954
2026-08-15,0441,2026-08-15T04:41:23+02:00,2026-08-15T02:41:23+00:00,v3.10,ligero,schedule,15,0,0,1,0,327.5,archivo/2026/08/2026-08-15/0441,31859822782
2026-08-15,0550,2026-08-15T05:50:47+02:00,2026-08-15T03:50:47+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,344.6,archivo/2026/08/2026-08-15/0550,31862868836
2026-08-15,0607,2026-08-15T06:07:15+02:00,2026-08-15T04:07:15+00:00,v3.10,ligero,schedule,15,0,0,1,0,328.8,archivo/2026/08/2026-08-15/0607,31863590468
2026-08-15,0751,2026-08-15T07:51:01+02:00,2026-08-15T05:51:01+00:00,v3.10,ligero,schedule,15,0,0,1,0,332.8,archivo/2026/08/2026-08-15/0751,31867956390
2026-08-15,0850,2026-08-15T08:50:49+02:00,2026-08-15T06:50:49+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,349.2,archivo/2026/08/2026-08-15/0850,31870438939
2026-08-15,0954,2026-08-15T09:54:10+02:00,2026-08-15T07:54:10+00:00,v3.10,ligero,schedule,15,0,0,1,0,333.8,archivo/2026/08/2026-08-15/0954,31873116264
2026-08-15,1148,2026-08-15T11:48:35+02:00,2026-08-15T09:48:35+00:00,v3.10,ligero,schedule,18,0,0,0,0,351.5,archivo/2026/08/2026-08-15/1148,31877921670
2026-08-15,1338,2026-08-15T13:38:18+02:00,2026-08-15T11:38:18+00:00,v3.10,ligero,schedule,15,0,0,1,0,343.1,archivo/2026/08/2026-08-15/1338,31882532494
2026-08-15,1400,2026-08-15T14:00:33+02:00,2026-08-15T12:00:33+00:00,v3.10,ligero,schedule,15,0,0,1,0,343.1,archivo/2026/08/2026-08-15/1400,31883492167
2026-08-15,1450,2026-08-15T14:50:53+02:00,2026-08-15T12:50:53+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,369.2,archivo/2026/08/2026-08-15/1450,31885624986
2026-08-15,1552,2026-08-15T15:52:38+02:00,2026-08-15T13:52:38+00:00,v3.10,ligero,schedule,15,0,0,1,0,355.7,archivo/2026/08/2026-08-15/1552,31888370970
2026-08-15,1739,2026-08-15T17:39:59+02:00,2026-08-15T15:39:59+00:00,v3.10,ligero,schedule,18,0,0,0,0,378.9,archivo/2026/08/2026-08-15/1739,31893342386
2026-08-15,1750,2026-08-15T17:50:50+02:00,2026-08-15T15:50:50+00:00,v3.10,ligero,workflow_dispatch,15,0,0,1,0,363.0,archivo/2026/08/2026-08-15/1750,31893850622
2026-08-15,1801,2026-08-15T18:01:59+02:00,2026-08-15T16:01:59+00:00,v3.10,ligero,schedule,15,0,0,1,0,364.6,archivo/2026/08/2026-08-15/1801,31894372602
2026-08-15,1940,2026-08-15T19:40:38+02:00,2026-08-15T17:40:38+00:00,v3.10,ligero,schedule,15,0,0,1,0,365.5,archivo/2026/08/2026-08-15/1940,31898971706
2026-08-15,2000,2026-08-15T20:00:48+02:00,2026-08-15T18:00:48+00:00,v3.10,ligero,schedule,15,0,0,1,0,365.6,archivo/2026/08/2026-08-15/2000,31899924358
2026-08-15,2050,2026-08-15T20:50:50+02:00,2026-08-15T18:50:50+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,382.3,archivo/2026/08/2026-08-15/2050,31902239278
2026-08-15,2139,2026-08-15T21:39:30+02:00,2026-08-15T19:39:30+00:00,v3.10,ligero,schedule,15,0,0,1,0,366.9,archivo/2026/08/2026-08-15/2139,31904521481
2026-08-15,2200,2026-08-15T22:00:47+02:00,2026-08-15T20:00:47+00:00,v3.10,ligero,schedule,15,0,0,1,0,368.2,archivo/2026/08/2026-08-15/2200,31905505000
2026-08-15,2339,2026-08-15T23:39:43+02:00,2026-08-15T21:39:43+00:00,v3.10,ligero,schedule,18,0,0,0,0,385.9,archivo/2026/08/2026-08-15/2339,31910033246
2026-08-15,2350,2026-08-15T23:50:50+02:00,2026-08-15T21:50:50+00:00,v3.10,ligero,workflow_dispatch,15,0,0,1,0,371.1,archivo/2026/08/2026-08-15/2350,31910537127
2026-08-16,0000,2026-08-16T00:00:51+02:00,2026-08-15T22:00:51+00:00,v3.10,completo,schedule,15,0,0,1,0,1133.9,archivo/2026/08/2026-08-16/0000,31910985275
2026-08-16,0137,2026-08-16T01:37:48+02:00,2026-08-15T23:37:48+00:00,v3.10,ligero,schedule,15,0,0,1,0,327.3,archivo/2026/08/2026-08-16/0137,31915206329
2026-08-16,0201,2026-08-16T02:01:24+02:00,2026-08-16T00:01:24+00:00,v3.10,ligero,schedule,15,0,0,1,0,327.5,archivo/2026/08/2026-08-16/0201,31916196392
2026-08-16,0250,2026-08-16T02:50:48+02:00,2026-08-16T00:50:48+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,344.8,archivo/2026/08/2026-08-16/0250,31918181964
2026-08-16,0533,2026-08-16T05:33:38+02:00,2026-08-16T03:33:38+00:00,v3.10,ligero,schedule,18,0,0,0,0,345.5,archivo/2026/08/2026-08-16/0533,31924527115
2026-08-16,0550,2026-08-16T05:50:50+02:00,2026-08-16T03:50:50+00:00,v3.10,ligero,workflow_dispatch,15,0,0,1,0,330.5,archivo/2026/08/2026-08-16/0550,31925199090
2026-08-16,0704,2026-08-16T07:04:38+02:00,2026-08-16T05:04:38+00:00,v3.10,ligero,schedule,15,0,0,1,0,331.2,archivo/2026/08/2026-08-16/0704,31928134338
2026-08-16,0850,2026-08-16T08:50:49+02:00,2026-08-16T06:50:49+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,347.7,archivo/2026/08/2026-08-16/0850,31932387418
2026-08-16,0919,2026-08-16T09:19:36+02:00,2026-08-16T07:19:36+00:00,v3.10,ligero,schedule,15,0,0,1,0,332.2,archivo/2026/08/2026-08-16/0919,31933578180
2026-08-16,1059,2026-08-16T10:59:36+02:00,2026-08-16T08:59:36+00:00,v3.10,ligero,schedule,15,0,0,1,0,334.0,archivo/2026/08/2026-08-16/1059,31937843787
2026-08-16,1150,2026-08-16T11:50:53+02:00,2026-08-16T09:50:53+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,349.8,archivo/2026/08/2026-08-16/1150,31940100700
2026-08-16,1245,2026-08-16T12:45:24+02:00,2026-08-16T10:45:24+00:00,v3.10,ligero,schedule,15,0,0,1,0,334.7,archivo/2026/08/2026-08-16/1245,31942492359
2026-08-16,1401,2026-08-16T14:01:26+02:00,2026-08-16T12:01:26+00:00,v3.10,ligero,schedule,15,0,0,1,0,341.8,archivo/2026/08/2026-08-16/1401,31945907344
2026-08-16,1450,2026-08-16T14:50:48+02:00,2026-08-16T12:50:48+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,367.6,archivo/2026/08/2026-08-16/1450,31948145534
2026-08-16,1554,2026-08-16T15:54:35+02:00,2026-08-16T13:54:35+00:00,v3.10,ligero,schedule,15,0,0,1,0,354.7,archivo/2026/08/2026-08-16/1554,31951146649
2026-08-16,1741,2026-08-16T17:41:08+02:00,2026-08-16T15:41:08+00:00,v3.10,ligero,schedule,18,0,0,0,0,377.6,archivo/2026/08/2026-08-16/1741,31956375873
2026-08-16,1750,2026-08-16T17:50:52+02:00,2026-08-16T15:50:52+00:00,v3.10,ligero,workflow_dispatch,15,0,0,1,0,362.5,archivo/2026/08/2026-08-16/1750,31956847453
2026-08-16,1850,2026-08-16T18:50:42+02:00,2026-08-16T16:50:42+00:00,v3.10,ligero,schedule,15,0,0,1,0,363.7,archivo/2026/08/2026-08-16/1850,31959793727
2026-08-16,2000,2026-08-16T20:00:42+02:00,2026-08-16T18:00:42+00:00,v3.10,ligero,schedule,15,0,0,1,0,364.2,archivo/2026/08/2026-08-16/2000,31963293190
2026-08-16,2050,2026-08-16T20:50:52+02:00,2026-08-16T18:50:52+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,380.4,archivo/2026/08/2026-08-16/2050,31965781538
2026-08-16,2138,2026-08-16T21:38:29+02:00,2026-08-16T19:38:29+00:00,v3.10,ligero,schedule,15,0,0,1,0,365.3,archivo/2026/08/2026-08-16/2138,31968167513
2026-08-16,2200,2026-08-16T22:00:12+02:00,2026-08-16T20:00:12+00:00,v3.10,ligero,schedule,15,0,0,1,0,367.0,archivo/2026/08/2026-08-16/2200,31969234020
2026-08-16,2337,2026-08-16T23:37:41+02:00,2026-08-16T21:37:41+00:00,v3.10,ligero,schedule,18,0,0,0,0,383.2,archivo/2026/08/2026-08-16/2337,31974037366
2026-08-16,2350,2026-08-16T23:50:52+02:00,2026-08-16T21:50:52+00:00,v3.10,ligero,workflow_dispatch,15,0,0,1,0,369.9,archivo/2026/08/2026-08-16/2350,31974670227
2026-08-17,0000,2026-08-17T00:00:20+02:00,2026-08-16T22:00:20+00:00,v3.10,completo,schedule,15,0,0,1,0,1134.5,archivo/2026/08/2026-08-17/0000,31975102542
2026-08-17,0101,2026-08-17T01:01:59+02:00,2026-08-16T23:01:59+00:00,v3.10,ligero,schedule,15,0,0,1,0,329.4,archivo/2026/08/2026-08-17/0101,31977964983
2026-08-17,0200,2026-08-17T02:00:54+02:00,2026-08-17T00:00:54+00:00,v3.10,ligero,schedule,15,0,0,1,0,329.7,archivo/2026/08/2026-08-17/0200,31980724669
2026-08-17,0250,2026-08-17T02:50:50+02:00,2026-08-17T00:50:50+00:00,v3.10,ligero,workflow_dispatch,17,0,0,0,1,346.2,archivo/2026/08/2026-08-17/0250,31983184745
2026-08-17,0534,2026-08-17T05:34:52+02:00,2026-08-17T03:34:52+00:00,v3.10,ligero,schedule,18,0,0,0,0,348.9,archivo/2026/08/2026-08-17/0534,31991589009
2026-08-17,0550,2026-08-17T05:50:49+02:00,2026-08-17T03:50:49+00:00,v3.10,ligero,workflow_dispatch,15,0,0,1,0,333.3,archivo/2026/08/2026-08-17/0550,31992437704
2026-08-17,0723,2026-08-17T07:23:06+02:00,2026-08-17T05:23:06+00:00,v3.10,ligero,schedule,15,0,0,1,0,333.7,archivo/2026/08/2026-08-17/0723,31997693010
2026-08-17,0850,2026-08-17T08:50:54+02:00,2026-08-17T06:50:54+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,350.1,archivo/2026/08/2026-08-17/0850,32003264946
2026-08-17,1005,2026-08-17T10:05:31+02:00,2026-08-17T08:05:31+00:00,v3.10,ligero,schedule,15,0,0,1,0,335.1,archivo/2026/08/2026-08-17/1005,32008684383
2026-08-17,1150,2026-08-17T11:50:51+02:00,2026-08-17T09:50:51+00:00,v3.10,ligero,workflow_dispatch,17,0,0,0,1,350.9,archivo/2026/08/2026-08-17/1150,32017234053
2026-08-17,1216,2026-08-17T12:16:56+02:00,2026-08-17T10:16:56+00:00,v3.10,ligero,schedule,18,0,0,0,0,352.5,archivo/2026/08/2026-08-17/1216,32019396754
2026-08-17,1349,2026-08-17T13:49:55+02:00,2026-08-17T11:49:55+00:00,v3.10,ligero,schedule,15,0,0,1,0,345.2,archivo/2026/08/2026-08-17/1349,32026795082
2026-08-17,1450,2026-08-17T14:50:56+02:00,2026-08-17T12:50:56+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,370.6,archivo/2026/08/2026-08-17/1450,32031879309
2026-08-17,1603,2026-08-17T16:03:59+02:00,2026-08-17T14:03:59+00:00,v3.10,ligero,schedule,15,0,0,1,0,357.2,archivo/2026/08/2026-08-17/1603,32037688167
2026-08-17,1747,2026-08-17T17:47:37+02:00,2026-08-17T15:47:37+00:00,v3.10,ligero,schedule,18,0,0,0,0,385.7,archivo/2026/08/2026-08-17/1747,32043367296
2026-08-17,1958,2026-08-17T19:58:13+02:00,2026-08-17T17:58:13+00:00,v3.10,ligero,schedule,14,0,1,1,0,367.6,archivo/2026/08/2026-08-17/1958,32052665104
2026-08-17,2050,2026-08-17T20:50:52+02:00,2026-08-17T18:50:52+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,388.5,archivo/2026/08/2026-08-17/2050,32057001451
2026-08-17,2151,2026-08-17T21:51:26+02:00,2026-08-17T19:51:26+00:00,v3.10,ligero,schedule,15,0,0,1,0,374.5,archivo/2026/08/2026-08-17/2151,32062612498
2026-08-17,2349,2026-08-17T23:49:01+02:00,2026-08-17T21:49:01+00:00,v3.10,ligero,schedule,18,0,0,0,0,392.6,archivo/2026/08/2026-08-17/2349,32073001859
2026-08-18,0141,2026-08-18T01:41:57+02:00,2026-08-17T23:41:57+00:00,v3.10,completo,schedule,15,0,0,1,0,1164.9,archivo/2026/08/2026-08-18/0141,32081507794
2026-08-18,0250,2026-08-18T02:50:51+02:00,2026-08-18T00:50:51+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,344.7,archivo/2026/08/2026-08-18/0250,32086024464
2026-08-18,0507,2026-08-18T05:07:34+02:00,2026-08-18T03:07:34+00:00,v3.10,ligero,schedule,15,0,0,1,0,328.9,archivo/2026/08/2026-08-18/0507,32094314078
2026-08-18,0550,2026-08-18T05:50:50+02:00,2026-08-18T03:50:50+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,344.9,archivo/2026/08/2026-08-18/0550,32096923002
2026-08-18,0706,2026-08-18T07:06:10+02:00,2026-08-18T05:06:10+00:00,v3.10,ligero,schedule,15,0,0,1,0,333.7,archivo/2026/08/2026-08-18/0706,32101564072
2026-08-18,0850,2026-08-18T08:50:52+02:00,2026-08-18T06:50:52+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,350.2,archivo/2026/08/2026-08-18/0850,32108665507
2026-08-18,0956,2026-08-18T09:56:39+02:00,2026-08-18T07:56:39+00:00,v3.10,ligero,schedule,15,0,0,1,0,334.9,archivo/2026/08/2026-08-18/0956,32113842912
2026-08-18,1150,2026-08-18T11:50:58+02:00,2026-08-18T09:50:58+00:00,v3.10,ligero,workflow_dispatch,18,0,0,0,0,352.5,archivo/2026/08/2026-08-18/1150,32123700175
